0.023
0.033
0.043
0.053
0.063
0.073
0.083
0.093
0.103
0.113
0.123
0.133
0.143
0.153
0.163	469.930
0.173	467.602
0.183	466.843
0.193	467.840
0.203	469.537
0.213	470.984
0.223	472.021
0.233	472.529
0.243	472.557
0.253	472.435
0.263	282.417	472.312
0.273	357.416	289.311	472.112
0.283	357.725	293.807	471.888
0.293	357.868	296.820	471.731
0.303	357.763	298.645	471.658
0.313	357.433	299.626	471.683
0.323	356.952	299.866	471.783
0.333	356.449	299.587	471.858
0.343	356.063	298.933	471.762
0.353	355.874	298.118	471.447
1.063	98.204	399.112	297.246	469.189
1.073	98.198	398.912	297.167	469.550
1.083	98.191	398.738	297.025	469.541
1.093	98.175	398.602	296.868	469.192
1.103	98.158	398.517	296.728	468.835
1.113	98.146	398.466	296.624	469.010
1.123	98.138	398.400	296.560	469.665
1.133	98.141	398.273	296.526	470.382
1.143	98.218	398.072	296.503	470.731
1.153	98.486	397.826	296.463	470.664
1.163	99.171	397.609	296.403	470.422
1.173	100.485	397.494	296.350	470.118
1.183	102.514	397.509	296.332	469.743
1.193	105.485	397.613	296.340	469.360
1.203	108.076	397.752	296.352	468.977
1.213	110.067	397.880	296.363	468.501
1.223	111.129	397.952	296.364	468.002
1.233	111.680	397.955	296.343	467.622
1.243	111.740	397.896	296.303	467.485
1.253	111.693	397.808	296.271	467.773
1.263	111.700	397.724	296.266	468.549
1.273	111.762	397.657	296.285	469.585
1.283	111.826	397.612	296.305	470.622
1.293	111.861	397.585	296.305	471.455
1.303	111.858	397.576	296.283	472.176
1.313	111.824	397.585	296.246	472.892
1.323	111.787	397.607	296.207	473.420
1.333	111.759	397.624	296.178	473.321
1.343	111.734	397.620	296.174	472.301
1.353	111.707	397.581	296.198	470.463
1.363	111.691	397.500	296.260	468.529
1.373	111.685	397.402	296.350	467.249
1.383	111.669	397.319	296.442	466.646
1.393	111.633	397.267	296.506	466.378
1.403	111.581	397.244	296.528	466.100
1.413	111.566	397.263	296.511	465.743
1.423	111.670	397.335	296.449	465.564
1.433	112.059	397.436	296.325	466.076
1.443	112.857	397.520	296.122	467.394
1.453	114.134	397.539	295.848	469.082
1.463	115.608	397.488	295.552	470.685
1.473	116.877	397.376	295.316	471.881
1.483	117.849	397.269	295.191	472.664
1.493	118.365	397.243	295.199	473.020
1.503	118.457	397.326	295.341	472.851
1.513	118.390	397.473	295.581	471.828
1.523	118.421	397.579	295.792	470.189
1.533	118.545	397.580	295.911	468.498
1.543	118.619	397.465	295.972	467.380
1.553	118.549	397.268	296.039	466.939
1.563	118.358	397.039	296.171	466.890
1.573	118.116	396.827	296.359	467.181
1.583	117.895	396.706	296.509	467.995
1.593	117.738	396.705	296.539	469.251
1.603	117.674	396.803	296.440	470.679
1.613	117.700	396.946	296.251	471.807
1.623	117.804	397.060	296.038	472.113
1.633	117.960	397.096	295.846	471.701
1.643	118.121	397.026	295.676	470.932
1.653	118.246	396.852	295.512	470.152
1.663	118.334	396.622	295.350	469.450
1.673	118.394	396.411	295.190	468.678
1.683	118.432	396.280	295.019	467.700
1.693	118.516	396.249	294.842	466.711
1.703	118.733	396.311	294.698	466.074
1.713	119.172	396.460	294.619	465.899
1.723	119.799	396.681	294.619	466.160
1.733	120.300	396.900	294.713	466.722
1.743	120.386	397.048	294.876	467.428
1.753	120.924	397.095	295.065	468.202
1.763	122.901	397.025	295.222	469.030
1.773	126.366	396.869	295.312	469.898
1.783	129.523	396.664	295.349	470.682
1.793	131.981	396.470	295.362	471.145
1.803	133.007	396.361	295.377	471.148
1.813	132.916	396.369	295.404	470.893
1.823	132.510	396.482	295.437	470.559
1.833	132.164	396.686	295.490	470.202
1.843	131.954	396.945	295.578	469.898
1.853	131.864	397.170	295.681	469.751
1.863	131.856	397.295	295.754	469.758
1.873	131.880	397.277	295.773	469.874
1.883	131.889	397.145	295.720	470.109
1.893	131.877	396.945	295.578	470.441
1.903	131.858	396.739	295.384	470.743
1.913	131.862	396.577	295.230	470.801
1.923	131.904	396.496	295.199	470.594
1.933	131.980	396.505	295.324	470.017
1.943	132.071	396.553	295.564	468.571
1.953	132.145	396.573	295.816	465.620
1.963	132.155	396.546	296.006	461.505
1.973	132.072	396.527	296.129	457.488
1.983	131.874	396.726	296.218	454.452
1.993	131.567	397.504	296.306	451.621
2.003	131.048	399.106	296.397	448.445
2.013	130.135	401.401	296.508	445.966
2.023	129.126	403.059	296.762	445.046
2.033	129.856	401.532	297.397	445.345
2.043	133.851	394.162	298.644	446.157
2.053	140.565	380.924	300.384	446.960
2.063	145.498	366.619	301.827	447.669
2.073	148.458	357.900	302.172	448.384
2.083	149.605	354.402	300.900	449.073
2.093	149.664	353.843	298.401	449.523
2.103	149.361	354.211	295.970	449.503
2.113	149.050	354.584	294.714	449.003
2.123	148.839	354.684	294.690	448.133
2.133	148.715	354.536	295.334	447.028
2.143	148.652	354.282	296.122	445.818
2.153	148.617	354.033	296.755	444.675
2.163	148.585	353.789	297.169	443.801
2.173	148.535	353.535	297.405	443.342
2.183	148.465	353.280	297.504	443.337
2.193	148.387	353.049	297.456	443.808
2.203	148.322	352.863	297.279	444.708
2.213	148.315	352.746	297.022	445.900
2.223	148.430	352.685	296.743	447.219
2.233	148.725	352.645	296.481	448.493
2.243	149.159	352.599	296.273	449.412
2.253	149.304	352.533	296.154	449.741
2.263	148.240	352.453	296.112	449.414
2.273	144.621	352.388	296.110	448.479
2.283	138.411	352.364	296.091	447.204
2.293	131.717	352.385	296.032	445.932
2.303	125.649	352.445	295.946	444.945
2.313	121.679	352.527	295.846	444.309
2.323	119.319	352.615	295.727	444.048
2.333	117.987	352.700	295.602	444.187
2.343	117.425	352.777	295.494	444.785
2.353	117.354	352.843	295.455	445.744
2.363	117.360	352.926	295.533	446.848
2.373	117.283	353.065	295.737	447.772
2.383	117.165	353.262	296.008	448.240
2.393	117.063	353.470	296.264	448.212
2.403	116.989	353.620	296.458	447.880
2.413	116.952	353.678	296.579	447.482
2.423	116.954	353.657	296.648	447.160
2.433	116.983	353.588	296.701	446.918
2.443	117.008	353.526	296.774	446.726
2.453	117.017	353.510	296.867	446.548
2.463	117.029	353.551	296.947	446.313
2.473	117.059	353.645	296.970	445.935
2.483	117.104	353.769	296.907	445.371
2.493	117.159	353.895	296.761	444.753
2.503	117.219	353.997	296.545	444.362
2.513	117.249	354.058	296.312	444.501
2.523	117.171	354.081	296.131	445.485
2.533	116.896	354.084	296.050	447.281
2.543	116.328	354.069	296.072	448.942
2.553	115.720	353.985	296.140	448.281
2.563	115.988	353.782	296.192	443.221
2.573	119.650	353.472	296.178	432.435
2.583	127.706	353.121	296.091	416.540
2.593	140.541	352.831	296.034	402.521
2.603	152.808	352.627	296.295	394.287
2.613	159.581	352.259	297.283	391.105
2.623	160.618	351.163	299.234	390.425
2.633	159.709	348.509	301.828	390.511
2.643	158.594	343.347	303.886	390.712
2.653	157.940	335.529	303.904	390.999
2.663	157.667	326.708	299.650	391.507
2.673	157.616	319.457	287.622	392.094
2.683	157.625	315.738	267.710	392.506
2.693	157.595	314.609	249.409	392.541
2.703	157.503	314.624	237.718	392.286
2.713	157.385	315.004	234.324	391.965
2.723	157.272	315.437	234.919	391.749
2.733	157.195	315.827	236.186	391.754
2.743	157.156	316.124	237.045	391.840
2.753	157.137	316.286	237.305	391.861
2.763	157.116	316.300	237.214	391.869
2.773	157.090	316.192	236.971	391.991
2.783	157.058	316.016	236.672	392.410
2.793	157.045	315.836	236.347	393.284
2.803	157.106	315.689	235.999	394.408
2.813	157.283	315.584	235.667	395.160
2.823	157.616	315.517	235.445	395.093
2.833	158.149	315.475	235.374	394.453
2.843	158.920	315.445	235.354	393.767
2.853	159.822	315.416	235.318	393.205
2.863	160.770	315.374	235.236	392.789
2.873	162.349	315.325	235.103	392.327
2.883	165.904	315.286	234.928	391.632
2.893	170.396	315.266	234.780	390.888
2.903	173.538	315.253	234.742	390.386
2.913	175.355	315.231	234.830	390.227
2.923	176.553	315.196	234.991	390.340
2.933	177.411	315.146	235.182	390.568
2.943	177.899	315.080	235.365	390.825
2.953	178.041	315.008	235.525	391.165
2.963	177.981	314.952	235.648	391.710
2.973	177.864	314.940	235.687	392.471
2.983	177.758	314.987	235.607	393.267
2.993	177.660	315.066	235.454	393.882
3.003	177.572	315.126	235.342	394.126
3.013	177.502	315.130	235.335	393.896
3.023	177.447	315.065	235.437	393.338
3.033	177.389	314.940	235.646	392.657
3.043	177.340	314.778	235.991	391.893
3.053	177.349	314.613	236.397	391.055
3.063	177.464	314.491	236.748	390.239
3.073	177.617	314.440	237.002	389.622
3.083	177.552	314.471	237.158	389.318
3.093	176.805	314.560	237.232	389.426
3.103	175.155	314.649	237.241	389.994
3.113	172.955	314.706	237.203	390.976
3.123	171.039	314.712	237.132	392.275
3.133	170.457	314.664	237.038	393.796
3.143	172.274	314.594	236.944	395.307
3.153	177.234	314.543	236.881	396.338
3.163	185.331	314.548	236.886	396.299
3.173	192.968	314.611	236.963	395.319
3.183	197.194	314.715	237.101	393.963
3.193	198.174	314.822	237.260	392.586
3.203	197.646	314.901	237.402	391.331
3.213	196.974	314.950	237.501	390.279
3.223	196.556	314.966	237.536	389.576
3.233	196.392	314.952	237.486	389.368
3.243	196.380	314.918	237.358	389.752
3.253	196.382	314.884	237.206	390.474
3.263	196.363	314.865	237.065	391.339
3.273	196.362	314.866	236.962	392.236
3.283	196.440	314.886	236.923	393.097
3.293	196.589	314.924	236.966	393.766
3.303	196.761	314.959	237.076	394.026
3.313	196.890	314.966	237.214	393.825
3.323	196.943	314.916	237.320	393.289
3.333	196.947	314.801	237.327	392.565
3.343	196.998	314.628	237.224	391.677
3.353	197.242	314.433	237.077	390.755
3.363	197.912	314.272	236.988	390.057
3.373	199.397	314.177	236.995	389.789
3.383	201.735	314.163	237.104	390.009
3.393	204.428	314.225	237.280	390.487
3.403	206.502	314.323	237.477	391.018
3.413	205.940	314.417	237.631	391.465
3.423	198.774	314.483	237.707	391.803
3.433	181.416	314.516	237.708	392.029
3.443	150.691	314.518	237.639	392.102
3.453	127.260	314.489	237.529	391.997
3.463	114.143	314.428	237.398	391.786
3.473	107.176	314.355	237.281	391.569
3.483	109.725	314.289	237.209	391.390
3.493	120.329	314.243	237.189	391.232
3.503	146.872	314.215	237.199	391.112
3.513	181.530	314.197	237.237	391.036
3.523	208.053	314.178	237.276	390.991
3.533	221.910	314.150	237.294	390.870
3.543	226.123	314.121	237.316	390.651
3.553	225.768	314.102	237.354	390.374
3.563	224.320	314.096	237.389	389.862
3.573	223.290	314.094	237.378	388.950
3.583	222.862	314.079	237.299	387.806
3.593	222.798	314.048	237.194	387.051
3.603	222.882	314.013	237.112	387.510
3.613	222.971	313.980	237.069	388.955
3.623	223.014	313.956	237.049	390.469
3.633	223.008	313.945	237.009	391.991
3.643	223.018	313.956	236.909	394.154
3.653	223.215	313.991	236.767	396.250
3.663	223.878	314.048	236.695	396.325
3.673	225.345	314.139	236.933	393.088
3.683	227.244	314.225	237.637	388.304
3.693	228.317	314.170	238.533	382.400
3.703	227.842	313.730	238.984	374.585
3.713	227.691	312.549	238.674	365.316
3.723	229.683	310.459	237.818	357.999
3.733	232.549	307.639	236.722	354.138
3.743	234.778	304.464	235.893	352.695
3.753	235.527	301.666	235.813	352.457
3.763	235.655	299.480	236.354	352.698
3.773	235.481	297.967	237.044	352.992
3.783	235.225	297.065	237.511	353.214
3.793	234.988	296.656	237.827	353.323
3.803	234.838	296.543	238.036	353.301
3.813	234.768	296.569	238.065	353.124
3.823	234.764	296.632	237.861	352.797
3.833	234.771	296.702	237.482	352.348
3.843	234.689	296.770	237.033	351.883
3.853	234.403	296.807	236.642	351.481
3.863	233.960	296.788	236.371	351.209
3.873	233.532	296.710	236.228	351.142
3.883	233.251	296.601	236.188	351.235
3.893	233.172	296.492	236.269	351.442
3.903	233.252	296.397	236.473	351.703
3.913	233.392	296.325	236.744	351.971
3.923	233.577	296.293	237.001	352.194
3.933	233.937	296.322	237.173	352.346
3.943	234.645	296.391	237.237	352.384
3.953	235.748	296.469	237.196	352.276
3.963	236.687	296.525	237.073	352.027
3.973	236.536	296.540	236.912	351.643
3.983	234.458	296.521	236.784	351.182
3.993	230.770	296.478	236.736	350.739
4.003	227.495	296.424	236.795	350.394
4.013	225.083	296.379	236.946	350.151
4.023	223.763	296.372	237.156	350.001
4.033	223.239	296.413	237.380	349.932
4.043	223.056	296.476	237.550	349.948
4.053	223.017	296.525	237.614	350.069
4.063	223.017	296.551	237.553	350.248
4.073	223.078	296.569	237.390	350.423
4.083	223.158	296.594	237.187	350.558
4.093	223.209	296.623	237.038	350.697
4.103	223.223	296.638	236.969	350.938
4.113	223.214	296.630	236.965	351.296
4.123	223.175	296.605	237.007	351.697
4.133	223.053	296.583	237.093	352.061
4.143	222.787	296.584	237.217	352.311
4.153	222.359	296.606	237.339	352.415
4.163	221.848	296.642	237.395	352.418
4.173	221.364	296.679	237.361	352.413
4.183	221.003	296.710	237.278	352.553
4.193	220.886	296.731	237.199	353.075
4.203	221.224	296.732	237.153	354.071
4.213	222.223	296.714	237.133	355.080
4.223	223.913	296.690	237.150	354.126
4.233	225.760	296.674	237.297	347.620
4.243	227.148	296.676	237.694	332.832
4.253	227.236	296.711	238.378	311.636
4.263	224.236	296.797	238.950	306.747
4.273	216.269	296.954	239.160	335.414
4.283	206.588	297.177	239.123	388.883
4.293	199.987	297.367	238.827	436.977
4.303	197.026	297.411	237.734	463.711
4.313	196.240	297.410	236.547	472.779
4.323	196.458	297.411	236.203	473.128
4.333	196.845	297.318	236.565	471.822
4.343	197.052	297.165	237.137	471.344
4.353	197.055	297.028	237.620	472.159
4.363	196.890	296.958	237.973	472.699
4.373	196.610	296.957	238.167	470.813
4.383	196.319	296.989	238.158	467.723
4.393	196.087	297.031	237.964	465.931
4.403	195.934	297.055	237.662	466.177
4.413	195.867	297.034	237.349	467.548
4.423	195.870	296.965	237.114	468.829
4.433	195.910	296.859	237.001	469.462
4.443	195.963	296.742	237.021	469.604
4.453	196.016	296.634	237.117	469.641
4.463	196.049	296.555	237.233	469.810
4.473	196.083	296.520	237.323	470.156
4.483	196.229	296.527	237.373	470.576
4.493	196.623	296.559	237.379	470.875
4.503	197.368	296.590	237.328	471.007
4.513	198.209	296.605	237.225	471.041
4.523	198.332	296.601	237.098	471.017
4.533	197.153	296.586	236.983	470.942
4.543	194.743	296.564	236.911	470.798
4.553	191.070	296.537	236.893	470.564
4.563	185.384	296.515	236.902	470.318
4.573	180.331	296.511	236.911	470.163
4.583	177.304	296.530	236.906	470.090
4.593	176.069	296.554	236.900	470.102
4.603	176.000	296.562	236.891	470.183
4.613	176.370	296.557	236.868	470.241
4.623	176.683	296.549	236.823	470.227
4.633	176.792	296.535	236.762	470.180
4.643	176.726	296.516	236.712	470.113
4.653	176.586	296.506	236.693	469.996
4.663	176.454	296.520	236.715	469.818
4.673	176.351	296.551	236.763	469.638
4.683	176.266	296.586	236.810	469.548
4.693	176.192	296.617	236.842	469.494
4.703	176.125	296.640	236.862	469.409
4.713	176.062	296.650	236.870	469.305
4.723	175.997	296.636	236.867	469.242
4.733	175.869	296.605	236.866	469.247
4.743	175.594	296.570	236.869	469.251
4.753	175.144	296.540	236.860	469.167
4.763	174.542	296.532	236.844	469.002
4.773	173.798	296.570	236.847	468.972
4.783	172.920	296.649	236.896	469.486
4.793	171.817	296.710	237.013	471.178
4.803	170.203	296.601	237.177	474.559
4.813	167.694	296.084	237.324	479.032
4.823	164.445	295.277	237.411	483.764
4.833	161.622	295.259	237.439	490.860
4.843	159.524	298.889	237.448	502.988
4.853	158.193	310.270	237.475	517.424
4.863	157.425	335.289	237.515	527.717
4.873	157.015	366.448	237.532	532.844
4.883	156.841	389.454	237.501	534.522
4.893	156.784	399.846	237.432	534.569
4.903	156.778	402.131	237.343	533.839
4.913	156.789	401.161	237.277	532.787
4.923	156.787	399.796	237.266	531.630
4.933	156.767	398.928	237.296	530.472
4.943	156.740	398.489	237.343	529.357
4.953	156.724	398.281	237.368	528.412
4.963	156.739	398.130	237.338	527.805
4.973	156.785	397.975	237.270	527.613
4.983	156.835	397.824	237.200	527.767
4.993	156.847	397.706	237.163	528.235
5.003	156.810	397.639	237.167	528.977
5.013	156.774	397.647	237.196	529.877
5.023	156.823	397.712	237.230	530.787
5.033	157.003	397.763	237.250	531.621
5.043	157.191	397.717	237.243	532.352
5.053	157.067	397.561	237.199	532.967
5.063	156.174	397.315	237.140	533.384
5.073	154.557	397.025	237.084	533.461
5.083	152.517	396.725	237.021	533.141
5.093	150.591	396.441	236.954	532.480
5.103	148.996	396.202	236.902	531.512
5.113	147.855	396.030	236.896	530.313
5.123	147.386	395.934	236.953	529.048
5.133	147.333	395.886	237.057	527.920
5.143	147.442	395.848	237.160	527.100
5.153	147.524	395.817	237.220	526.673
5.163	147.538	395.822	237.214	526.620
5.173	147.484	395.848	237.156	526.951
5.183	147.397	395.867	237.082	527.654
5.193	147.314	395.873	237.014	528.705
5.203	147.242	395.858	236.949	530.058
5.213	147.177	395.816	236.867	531.582
5.223	147.134	395.732	236.763	533.006
5.233	147.135	395.614	236.666	534.069
5.243	147.167	395.480	236.618	534.602
5.253	147.210	395.372	236.637	534.505
5.263	147.267	395.329	236.688	533.773
5.273	147.323	395.354	236.730	532.522
5.283	147.325	395.438	236.734	530.985
5.293	147.225	395.552	236.689	529.465
5.303	146.990	395.675	236.589	528.197
5.313	146.641	395.810	236.433	527.338
5.323	146.510	396.006	236.210	527.018
5.333	147.312	396.354	235.916	527.301
5.343	149.555	396.994	235.615	528.115
5.353	153.178	398.088	235.410	529.355
5.363	157.247	399.665	235.418	530.827
5.373	160.824	401.087	235.757	532.281
5.383	162.300	400.773	236.554	533.540
5.393	161.393	396.022	237.643	534.396
5.403	159.711	384.817	238.346	534.671
5.413	158.293	371.114	237.872	534.361
5.423	157.405	360.189	235.621	533.535
5.433	156.979	354.959	231.592	532.329
5.443	156.829	353.434	226.661	530.986
5.453	156.809	353.484	222.640	529.698
5.463	156.825	353.995	220.436	528.608
5.473	156.811	354.411	220.020	527.836
5.483	156.757	354.613	220.518	527.442
5.493	156.684	354.671	221.264	527.479
5.503	156.613	354.652	221.851	527.997
5.513	156.541	354.605	222.192	529.039
5.523	156.461	354.550	222.342	530.425
5.533	156.362	354.455	222.327	531.928
5.543	156.224	354.324	222.202	533.288
5.553	156.053	354.188	222.010	534.300
5.563	155.884	354.090	221.808	534.860
5.573	155.762	354.063	221.647	534.917
5.583	155.727	354.106	221.561	534.406
5.593	155.811	354.169	221.558	533.461
5.603	156.134	354.216	221.621	532.255
5.613	156.896	354.239	221.721	531.016
5.623	158.540	354.235	221.823	529.929
5.633	161.277	354.192	221.911	529.119
5.643	165.026	354.099	221.983	528.698
5.653	168.902	353.989	222.037	528.765
5.663	172.471	353.932	222.067	529.237
5.673	174.898	353.931	222.074	529.999
5.683	175.988	353.957	222.067	530.906
5.693	176.428	354.004	222.053	531.779
5.703	176.718	354.061	222.062	532.482
5.713	177.027	354.115	222.117	532.943
5.723	177.317	354.142	222.205	533.145
5.733	177.505	354.127	222.304	533.141
5.743	177.525	354.094	222.400	532.967
5.753	177.368	354.076	222.497	532.680
5.763	177.063	354.057	222.595	532.392
5.773	176.709	354.006	222.683	532.163
5.783	176.387	353.927	222.732	531.993
5.793	176.173	353.849	222.729	531.901
5.803	176.095	353.804	222.679	531.913
5.813	176.112	353.783	222.596	532.026
5.823	176.174	353.777	222.492	532.249
5.833	176.228	353.794	222.403	532.568
5.843	176.239	353.817	222.365	532.945
5.853	176.200	353.842	222.399	533.358
5.863	176.138	353.893	222.500	533.787
5.873	176.091	353.973	222.636	534.236
5.883	176.028	354.100	222.766	534.878
5.893	175.695	354.404	222.864	536.078
5.903	174.759	355.036	222.912	538.254
5.913	173.290	355.948	222.890	541.355
5.923	171.861	356.863	222.808	544.858
5.933	171.299	357.512	222.711	548.884
5.943	171.360	357.591	222.735	551.047
5.953	170.878	357.045	223.132	539.861
5.963	166.676	356.034	224.287	496.891
5.973	156.315	354.854	226.658	422.229
5.983	142.273	353.882	230.041	348.083
5.993	127.704	353.310	233.140	351.440
6.003	118.075	353.121	235.141	424.928
6.013	115.139	353.203	236.004	514.912
6.023	115.044	353.358	236.203	575.737
6.033	115.702	353.434	236.356	599.279
6.043	116.245	353.438	236.604	603.184
6.053	116.477	353.422	236.829	599.603
6.063	116.469	353.409	236.942	595.989
6.073	116.344	353.404	237.016	594.010
6.083	116.183	353.414	237.096	593.244
6.093	116.017	353.425	237.132	592.955
6.103	115.868	353.438	237.085	592.679
6.113	115.756	353.481	236.977	592.299
6.123	115.696	353.563	236.875	591.850
6.133	115.668	353.644	236.841	591.443
6.143	115.656	353.707	236.898	591.166
6.153	115.646	353.741	237.011	590.956
6.163	115.630	353.740	237.128	590.712
6.173	115.615	353.719	237.205	590.558
6.183	115.604	353.679	237.221	590.651
6.193	115.612	353.609	237.180	590.999
6.203	115.635	353.497	237.117	591.552
6.213	115.660	353.373	237.055	592.247
6.223	115.704	353.268	237.020	592.985
6.233	115.780	353.213	237.015	593.607
6.243	115.887	353.222	237.019	594.000
6.253	116.019	353.278	237.003	594.174
6.263	116.143	353.344	236.967	594.176
6.273	116.228	353.361	236.928	594.065
6.283	116.267	353.312	236.903	593.851
6.293	116.266	353.203	236.897	593.573
6.303	116.244	353.068	236.893	593.328
6.313	116.222	352.949	236.857	593.187
6.323	116.198	352.854	236.763	593.127
6.333	116.173	352.788	236.626	593.175
6.343	116.167	352.769	236.488	593.402
6.353	116.188	352.775	236.386	593.794
6.363	116.213	352.769	236.338	594.294
6.373	116.225	352.747	236.344	594.861
6.383	116.231	352.731	236.392	595.485
6.393	116.239	352.724	236.462	596.096
6.403	116.245	352.716	236.544	596.579
6.413	116.254	352.701	236.614	596.829
6.423	116.267	352.680	236.644	596.840
6.433	116.268	352.650	236.653	596.643
6.443	116.280	352.615	236.690	596.185
6.453	116.317	352.588	236.763	595.335
6.463	116.369	352.582	236.851	594.075
6.473	116.420	352.592	236.937	592.564
6.483	116.461	352.600	237.003	591.027
6.493	116.509	352.594	237.018	589.724
6.503	116.566	352.582	236.993	588.818
6.513	116.610	352.575	236.948	588.319
6.523	116.642	352.582	236.888	588.264
6.533	116.666	352.604	236.800	588.618
6.543	116.682	352.632	236.662	589.247
6.553	116.702	352.636	236.464	590.034
6.563	116.735	352.589	236.210	590.916
6.573	116.778	352.506	235.876	591.902
6.583	116.812	352.432	235.481	592.883
6.593	116.836	352.383	235.133	593.692
6.603	116.866	352.355	234.934	594.183
6.613	116.897	352.336	234.825	594.166
6.623	116.914	352.309	234.702	593.506
6.633	116.915	352.272	234.541	592.243
6.643	116.897	352.247	234.368	590.686
6.653	116.873	352.241	234.193	589.141
6.663	116.854	352.246	234.030	587.849
6.673	116.845	352.249	233.915	586.977
6.683	116.841	352.256	233.919	586.526
6.693	116.840	352.271	234.071	586.324
6.703	116.856	352.291	234.357	586.272
6.713	116.882	352.303	234.708	586.486
6.723	116.902	352.297	235.028	587.084
6.733	116.913	352.268	235.229	588.126
6.743	116.910	352.225	235.279	589.497
6.753	116.892	352.182	235.198	590.834
6.763	116.866	352.163	235.031	591.893
6.773	116.833	352.177	234.854	592.557
6.783	116.793	352.214	234.734	592.773
6.793	116.750	352.255	234.693	592.443
6.803	116.702	352.286	234.716	591.560
6.813	116.646	352.301	234.785	590.235
6.823	116.574	352.307	234.891	588.809
6.833	116.478	352.318	235.022	587.588
6.843	116.371	352.340	235.129	586.711
6.853	116.266	352.374	235.154	586.145
6.863	116.192	352.415	235.051	585.766
6.873	116.177	352.453	234.821	585.550
6.883	116.201	352.477	234.527	585.675
6.893	116.241	352.476	234.253	586.392
6.903	116.294	352.428	234.097	587.889
6.913	116.377	352.329	234.083	589.991
6.923	116.480	352.196	234.168	591.958
6.933	116.580	352.064	234.246	592.857
6.943	116.666	351.961	234.281	592.996
6.953	116.742	351.892	234.257	592.925
6.963	116.799	351.854	234.207	592.736
6.973	116.834	351.848	234.202	592.253
6.983	116.864	351.863	234.243	591.352
6.993	116.894	351.892	234.273	590.063
7.003	116.925	351.927	234.284	588.641
7.013	116.963	351.953	234.324	587.366
7.023	117.003	351.958	234.441	586.529
7.033	117.039	351.943	234.677	586.260
7.043	117.064	351.925	234.983	586.165
7.053	117.074	351.930	235.287	585.957
