0.023
0.033
0.043
0.053
0.063
0.073
0.083
0.093
0.103
0.113
0.123
0.133
0.143
0.153
0.163
0.173
0.183
0.193
0.203
0.213
0.223
0.233
0.243
0.253
0.263
0.273
0.283
0.293
0.303	256.141
0.313	321.759
0.323	356.463
0.333	367.941
0.343	369.124
0.353	445.411	368.604	584.540
0.363	445.510	368.872	584.264
0.373	445.533	369.617	583.749
0.383	445.513	370.226	583.089
0.393	445.477	370.470	582.547
0.403	445.463	370.487	582.396
0.413	445.499	370.386	582.628
0.423	445.587	370.278	582.928
0.433	445.695	370.237	583.128
0.443	445.767	370.259	583.306
0.453	445.776	370.311	583.622
0.463	445.730	370.376	584.104
0.473	445.655	370.440	584.490
0.483	445.577	370.487	584.616
2.123	148.762	499.754	371.946	580.112
2.133	149.587	501.470	372.162	580.632
2.143	150.465	504.816	372.158	578.743
2.153	150.216	509.136	372.003	572.174
2.163	146.599	510.753	371.978	562.496
2.173	135.906	502.097	372.575	555.565
2.183	114.912	481.691	374.158	552.566
2.193	104.740	461.013	376.416	552.210
2.203	112.141	449.336	377.298	553.069
2.213	138.694	445.152	375.502	554.412
2.223	167.734	444.071	372.202	555.883
2.233	185.105	444.243	369.647	557.319
2.243	191.862	444.609	368.947	558.625
2.253	192.390	444.789	369.710	559.683
2.263	190.746	444.715	370.988	560.418
2.273	189.221	444.460	372.164	560.795
2.283	188.393	444.148	373.119	560.674
2.293	188.052	443.880	373.815	560.012
2.303	187.908	443.700	374.257	558.828
2.313	187.795	443.601	374.468	557.246
2.323	187.638	443.559	374.404	555.462
2.333	187.427	443.555	374.062	553.789
2.343	187.200	443.577	373.540	552.512
2.353	187.001	443.610	373.032	551.855
2.363	186.860	443.642	372.681	551.852
2.373	186.771	443.662	372.488	552.430
2.383	186.717	443.672	372.400	553.528
2.393	186.680	443.672	372.371	554.987
2.403	186.648	443.649	372.377	556.518
2.413	186.613	443.608	372.410	557.757
2.423	186.564	443.563	372.422	558.527
2.433	186.488	443.516	372.337	558.752
2.443	186.391	443.471	372.154	558.482
2.453	186.291	443.436	371.950	557.821
2.463	186.208	443.423	371.797	556.917
2.473	186.142	443.437	371.725	555.987
2.483	186.079	443.472	371.713	555.259
2.493	186.022	443.518	371.705	554.854
2.503	185.973	443.570	371.657	554.817
2.513	185.920	443.619	371.567	555.096
2.523	185.868	443.659	371.479	555.578
2.533	185.827	443.687	371.444	556.081
2.543	185.798	443.705	371.459	556.440
2.553	185.776	443.713	371.452	556.616
2.563	185.765	443.718	371.355	556.652
2.573	185.769	443.728	371.135	556.636
2.583	185.773	443.743	370.848	556.642
2.593	185.779	443.754	370.607	556.669
2.603	185.796	443.745	370.469	556.668
2.613	185.819	443.708	370.422	556.625
2.623	185.836	443.669	370.439	556.514
2.633	185.846	443.651	370.534	556.245
2.643	185.852	443.646	370.747	555.721
2.653	185.847	443.649	371.115	554.950
2.663	185.835	443.689	371.630	554.087
2.673	185.830	443.843	372.088	553.220
2.683	185.837	444.272	372.092	551.994
2.693	185.862	445.083	371.255	549.281
2.703	185.901	446.174	369.334	543.114
2.713	185.951	446.794	366.660	531.931
2.723	186.055	444.809	363.827	517.561
2.733	186.284	437.335	359.131	504.295
2.743	186.727	423.803	347.853	496.233
2.753	187.415	410.145	327.174	493.020
2.763	188.290	401.208	307.252	492.706
2.773	189.174	397.821	296.260	493.257
2.783	190.048	397.004	292.804	493.829
2.793	191.758	397.173	293.803	494.272
2.803	194.143	397.433	295.780	494.617
2.813	196.020	397.593	297.336	494.904
2.823	197.005	397.660	298.129	495.130
2.833	197.357	397.648	298.282	495.278
2.843	197.404	397.531	298.090	495.395
2.853	197.348	397.293	297.765	495.574
2.863	197.220	396.959	297.374	495.834
2.873	197.047	396.615	296.961	496.113
2.883	196.848	396.340	296.575	496.341
2.893	196.627	396.155	296.260	496.446
2.903	196.396	396.039	296.097	496.297
2.913	196.164	395.954	296.140	495.833
2.923	195.927	395.871	296.381	495.118
2.933	195.682	395.778	296.680	494.294
2.943	195.441	395.684	296.922	493.531
2.953	195.232	395.617	297.052	492.946
2.963	195.090	395.571	297.052	492.548
2.973	195.030	395.532	296.923	492.385
2.983	195.042	395.493	296.678	492.485
2.993	195.110	395.473	296.358	492.892
3.003	195.217	395.490	296.039	493.634
3.013	195.341	395.536	295.825	494.593
3.023	195.465	395.587	295.800	495.499
3.033	195.583	395.614	295.960	496.105
3.043	195.699	395.597	296.225	496.429
3.053	195.803	395.529	296.459	496.715
3.063	195.892	395.428	296.589	497.119
3.073	195.979	395.314	296.604	497.471
3.083	196.079	395.193	296.519	497.454
3.093	196.166	395.088	296.363	496.889
3.103	196.217	395.018	296.177	495.846
3.113	196.227	394.989	295.987	494.556
3.123	196.202	395.001	295.822	493.335
3.133	196.149	395.051	295.731	492.392
3.143	196.045	395.121	295.737	491.738
3.153	195.876	395.183	295.857	491.397
3.163	195.648	395.206	296.044	491.390
3.173	195.375	395.182	296.209	491.691
3.183	195.073	395.124	296.285	492.319
3.193	194.749	395.042	296.246	493.306
3.203	194.419	394.941	296.117	494.567
3.213	194.127	394.829	295.937	495.831
3.223	193.957	394.728	295.758	496.863
3.233	193.995	394.656	295.642	497.573
3.243	194.250	394.595	295.599	498.005
3.253	194.674	394.531	295.621	498.155
3.263	195.187	394.468	295.695	497.879
3.273	195.741	394.435	295.803	497.034
3.283	196.377	394.460	295.908	495.734
3.293	197.240	394.546	295.989	494.183
3.303	198.354	394.675	296.051	492.593
3.313	199.397	394.825	296.111	491.194
3.323	199.786	394.966	296.187	490.107
3.333	199.348	395.084	296.276	489.378
3.343	199.248	395.170	296.351	489.082
3.353	202.738	395.213	296.372	489.248
3.363	213.787	395.209	296.340	489.846
3.373	229.656	395.157	296.283	490.903
3.383	242.040	395.052	296.243	492.527
3.393	248.637	394.889	296.235	494.522
3.403	250.453	394.668	296.244	496.423
3.413	250.063	394.398	296.249	497.619
3.423	249.087	394.098	296.245	498.007
3.433	248.231	393.815	296.247	497.954
3.443	247.655	393.594	296.268	497.497
3.453	247.343	393.454	296.301	496.671
3.463	247.164	393.361	296.335	495.563
3.473	247.018	393.284	296.369	494.254
3.483	246.878	393.217	296.402	492.821
3.493	246.753	393.189	296.416	491.493
3.503	246.636	393.227	296.397	490.555
3.513	246.512	393.331	296.342	490.116
3.523	246.371	393.472	296.258	490.071
3.533	246.218	393.626	296.171	490.346
3.543	246.079	393.795	296.099	491.038
3.553	245.986	393.983	296.050	492.223
3.563	245.961	394.165	296.048	493.817
3.573	245.961	394.322	296.102	495.355
3.583	245.910	394.461	296.193	496.295
3.593	245.795	394.578	296.296	496.481
3.603	245.641	394.666	296.388	496.065
3.613	245.489	394.725	296.450	495.369
3.623	245.352	394.751	296.457	494.497
3.633	245.247	394.720	296.393	493.532
3.643	245.183	394.609	296.249	492.575
3.653	245.160	394.413	296.058	491.726
3.663	245.149	394.167	295.867	491.062
3.673	245.109	393.917	295.732	490.606
3.683	245.059	393.696	295.712	490.299
3.693	245.022	393.536	295.816	490.096
3.703	244.991	393.482	296.006	489.967
3.713	244.983	393.588	296.180	489.882
3.723	244.998	393.809	296.257	489.784
3.733	245.030	394.110	296.239	489.610
3.743	245.064	394.433	296.160	489.302
3.753	245.085	394.707	296.082	488.858
3.763	245.112	394.906	296.083	488.370
3.773	245.122	395.053	296.201	487.992
3.783	245.115	395.192	296.403	487.942
3.793	245.124	395.331	296.584	488.328
3.803	245.137	395.489	296.692	489.028
3.813	245.152	395.758	296.723	489.501
3.823	245.196	396.317	296.696	488.436
3.833	245.237	397.309	296.691	483.917
3.843	245.211	398.697	296.869	473.901
3.853	245.081	400.167	297.566	458.874
3.863	244.919	400.792	298.916	446.180
3.873	245.219	399.187	300.529	439.876
3.883	247.108	394.590	301.369	438.154
3.893	253.031	387.726	300.143	438.622
3.903	264.595	381.141	297.346	439.396
3.913	277.306	376.779	294.471	439.918
3.923	288.550	374.706	292.852	440.120
3.933	295.485	374.009	292.758	440.142
3.943	298.434	373.874	293.428	440.098
3.953	298.783	373.938	294.387	440.027
3.963	298.192	374.086	295.303	439.953
3.973	297.791	374.250	295.931	439.907
3.983	297.731	374.413	296.205	439.887
3.993	297.806	374.581	296.183	439.867
4.003	297.811	374.729	296.019	439.830
4.013	297.669	374.824	295.885	439.771
4.023	297.395	374.865	295.876	439.697
4.033	297.037	374.874	295.988	439.630
4.043	296.663	374.870	296.131	439.592
4.053	296.327	374.852	296.245	439.584
4.063	296.040	374.801	296.331	439.598
4.073	295.819	374.703	296.413	439.616
4.083	295.682	374.583	296.495	439.631
4.093	295.638	374.476	296.562	439.648
4.103	295.656	374.411	296.606	439.679
4.113	295.686	374.404	296.626	439.726
4.123	295.688	374.440	296.623	439.786
4.133	295.652	374.499	296.612	439.852
4.143	295.588	374.553	296.611	439.924
4.153	295.514	374.573	296.641	440.002
4.163	295.437	374.548	296.708	440.082
4.173	295.357	374.473	296.798	440.154
4.183	295.284	374.341	296.882	440.209
4.193	295.227	374.178	296.930	440.245
4.203	295.195	374.019	296.934	440.267
4.213	295.180	373.908	296.910	440.275
4.223	295.164	373.868	296.859	440.259
4.233	295.140	373.880	296.774	440.221
4.243	295.103	373.910	296.676	440.181
4.253	295.066	373.944	296.602	440.159
4.263	295.044	373.989	296.572	440.157
4.273	295.043	374.053	296.573	440.156
4.283	295.059	374.115	296.579	440.139
4.293	295.085	374.144	296.571	440.115
4.303	295.100	374.128	296.552	440.100
4.313	295.096	374.070	296.527	440.087
4.323	295.081	373.981	296.496	440.063
4.333	295.070	373.911	296.476	440.039
4.343	295.080	373.883	296.489	440.085
4.353	295.112	373.886	296.535	440.336
4.363	295.157	373.916	296.598	440.957
4.373	295.199	373.964	296.673	441.864
4.383	295.228	374.019	296.794	442.499
4.393	295.258	374.095	297.100	442.367
4.403	295.358	374.237	297.813	442.435
4.413	295.676	374.518	299.063	443.348
4.423	296.345	374.999	300.449	441.333
4.433	297.386	375.713	300.867	426.491
4.443	298.255	376.677	299.573	390.433
4.453	297.696	377.545	297.200	341.707
4.463	294.172	377.561	295.220	308.059
4.473	285.469	376.535	294.564	290.744
4.483	273.103	375.091	294.871	287.139
4.493	259.107	373.927	295.531	288.350
4.503	251.322	373.308	296.110	290.339
4.513	247.880	373.149	296.434	291.662
4.523	247.569	373.198	296.559	292.100
4.533	248.141	373.277	296.588	292.170
4.543	248.548	373.332	296.572	292.270
4.553	248.486	373.353	296.516	292.632
4.563	248.059	373.337	296.414	293.184
4.573	247.424	373.271	296.270	293.797
4.583	246.752	373.161	296.103	294.175
4.593	246.139	373.033	295.959	294.101
4.603	245.605	372.910	295.879	293.753
4.613	245.162	372.812	295.864	293.318
4.623	244.841	372.764	295.881	292.922
4.633	244.640	372.759	295.907	292.397
4.643	244.490	372.778	295.945	291.727
4.653	244.349	372.819	295.993	290.884
4.663	244.230	372.881	296.019	290.255
4.673	244.141	372.939	295.997	290.298
4.683	244.100	372.964	295.929	291.049
4.693	244.119	372.941	295.850	292.280
4.703	244.211	372.892	295.796	293.618
4.713	244.381	372.852	295.773	294.299
4.723	244.622	372.836	295.788	293.864
4.733	244.909	372.834	295.839	291.645
4.743	245.245	372.836	295.902	287.702
4.753	245.629	372.849	295.923	284.641
4.763	246.011	372.885	295.864	292.267
4.773	246.313	372.937	295.724	324.777
4.783	246.500	372.990	295.533	395.766
4.793	246.561	373.039	295.331	486.597
4.803	246.499	373.091	295.153	561.017
4.813	246.315	373.150	295.040	592.965
4.823	246.036	373.206	295.015	600.135
4.833	245.694	373.249	295.066	597.595
4.843	245.359	373.278	295.168	593.679
4.853	245.085	373.288	295.272	591.305
4.863	244.882	373.277	295.322	590.507
4.873	244.737	373.256	295.319	590.499
4.883	244.620	373.251	295.290	590.769
4.893	244.507	373.304	295.260	591.076
4.903	244.403	373.490	295.248	591.370
4.913	244.324	373.851	295.257	591.628
4.923	244.295	374.370	295.268	591.845
4.933	244.332	374.947	295.248	592.081
4.943	244.430	375.407	295.171	592.405
4.953	244.594	375.466	295.054	592.776
4.963	244.849	375.034	294.923	592.922
4.973	245.187	374.687	294.820	592.554
4.983	245.573	376.188	294.798	591.917
4.993	245.975	383.426	294.862	591.317
5.003	246.477	400.698	294.978	591.032
5.013	247.325	427.265	295.109	591.178
5.023	248.905	455.314	295.219	591.511
5.033	251.273	477.926	295.282	591.743
5.043	253.087	491.767	295.307	591.823
5.053	251.076	497.829	295.315	591.637
5.063	238.377	499.052	295.312	591.039
5.073	208.362	498.544	295.299	590.409
5.083	165.227	498.053	295.271	591.239
5.093	121.993	497.957	295.210	596.166
5.103	116.047	498.106	295.101	608.437
5.113	139.010	498.270	294.958	627.519
5.123	193.696	498.336	294.818	647.405
5.133	261.294	498.277	294.722	662.479
5.143	302.419	498.103	294.713	669.559
5.153	320.618	497.859	294.800	671.745
5.163	324.342	497.588	294.958	672.073
5.173	322.071	497.333	295.124	671.628
5.183	319.246	497.139	295.246	670.751
5.193	317.430	497.041	295.315	669.813
5.203	316.576	497.045	295.342	668.855
5.213	316.598	497.125	295.344	667.622
5.223	317.577	497.229	295.331	665.743
5.233	319.333	497.303	295.324	663.104
5.243	320.798	497.322	295.358	660.186
5.253	318.589	497.294	295.481	657.841
5.263	306.421	497.243	295.710	656.863
5.273	277.091	497.184	295.989	656.944
5.283	243.903	497.126	296.236	657.665
5.293	213.870	497.066	296.405	658.703
5.303	196.345	496.998	296.508	659.917
5.313	191.532	496.929	296.562	661.374
5.323	192.229	496.873	296.586	663.049
5.333	193.740	496.842	296.614	664.630
5.343	194.834	496.828	296.675	665.850
5.353	195.303	496.827	296.761	666.459
5.363	195.409	496.838	296.827	666.326
5.373	195.377	496.860	296.819	665.672
5.383	195.299	496.894	296.721	664.520
5.393	195.205	496.933	296.536	662.799
5.403	195.108	496.963	296.290	660.651
5.413	195.019	496.981	296.018	658.426
5.423	194.951	496.994	295.759	656.522
5.433	194.900	497.014	295.549	655.284
5.443	194.856	497.046	295.376	654.536
5.453	194.828	497.092	295.197	653.994
5.463	194.834	497.151	294.972	653.733
5.473	194.876	497.211	294.682	653.986
5.483	194.936	497.257	294.360	654.939
5.493	194.999	497.284	294.074	656.660
5.503	195.061	497.288	293.906	658.964
5.513	195.120	497.290	293.897	661.443
5.523	195.172	497.334	293.977	663.637
5.533	195.218	497.502	294.079	665.109
5.543	195.249	497.938	294.137	665.522
5.553	195.261	498.761	294.115	664.908
5.563	195.257	499.970	294.023	663.453
5.573	195.274	501.302	293.899	661.352
5.583	195.419	501.705	293.909	658.886
5.593	195.863	499.387	294.396	656.675
5.603	196.777	492.655	295.744	655.297
5.613	198.202	479.764	298.085	654.721
5.623	200.342	462.813	300.259	654.597
5.633	203.919	448.486	299.844	654.732
5.643	209.725	441.028	294.814	655.272
5.653	216.759	439.458	285.456	656.484
5.663	222.426	440.041	277.703	658.521
5.673	224.549	440.788	273.904	661.232
5.683	224.758	441.141	273.640	664.276
5.693	224.175	441.226	274.609	666.926
5.703	223.641	441.318	275.667	668.453
5.713	223.174	441.480	276.480	668.772
5.723	222.779	441.656	277.048	668.315
5.733	222.464	441.772	277.432	667.245
5.743	222.237	441.801	277.603	665.478
5.753	222.137	441.748	277.537	662.995
5.763	222.139	441.646	277.288	660.046
5.773	222.168	441.549	276.996	657.260
5.783	222.181	441.491	276.727	655.275
5.793	222.157	441.491	276.513	654.295
5.803	222.088	441.559	276.383	654.094
5.813	221.994	441.674	276.345	654.520
5.823	221.900	441.810	276.381	655.699
5.833	221.824	441.942	276.451	657.785
5.843	221.788	442.047	276.518	660.648
5.853	221.796	442.116	276.576	663.755
5.863	221.849	442.146	276.636	666.442
5.873	221.913	442.139	276.717	667.802
5.883	221.958	442.111	276.809	667.915
5.893	221.982	442.077	276.893	667.295
5.903	221.982	442.047	276.965	666.221
5.913	221.961	442.028	277.035	664.672
5.923	221.921	442.021	277.108	662.762
5.933	221.869	442.024	277.172	660.736
5.943	221.815	442.036	277.209	658.983
5.953	221.758	442.054	277.218	657.886
5.963	221.713	442.074	277.213	657.589
5.973	221.699	442.093	277.221	658.060
5.983	221.718	442.109	277.261	659.239
5.993	221.753	442.120	277.340	660.916
6.003	221.778	442.130	277.444	662.901
6.013	221.766	442.143	277.530	664.746
6.023	221.709	442.156	277.561	665.782
6.033	221.644	442.166	277.537	665.874
6.043	221.596	442.176	277.480	665.410
6.053	221.575	442.192	277.429	664.843
6.063	221.581	442.211	277.402	664.306
6.073	221.604	442.237	277.382	663.796
6.083	221.633	442.269	277.351	663.409
6.093	221.674	442.311	277.283	663.248
6.103	221.720	442.367	277.182	663.250
6.113	221.737	442.449	277.090	663.332
6.123	221.680	442.573	277.067	663.523
6.133	221.542	442.753	277.119	664.295
6.143	221.403	442.980	277.207	666.619
6.153	221.495	443.265	277.278	671.669
6.163	222.232	443.571	277.305	679.801
6.173	223.899	443.765	277.378	687.644
6.183	226.329	443.787	277.759	692.062
6.193	227.320	443.568	278.914	694.373
6.203	223.813	442.860	281.394	700.884
6.213	212.757	441.543	285.190	714.088
6.223	193.445	440.159	288.984	728.498
6.233	173.789	439.701	291.354	738.440
6.243	153.820	440.228	292.896	743.314
6.253	147.113	441.070	293.547	744.964
6.263	146.013	441.636	293.779	745.186
6.273	146.695	441.814	293.940	745.228
6.283	147.387	441.847	294.208	745.399
6.293	147.705	441.912	294.570	745.443
6.303	147.704	442.043	294.905	745.115
6.313	147.571	442.184	295.098	744.415
6.323	147.427	442.272	295.145	743.539
6.333	147.307	442.285	295.129	742.742
6.343	147.205	442.235	295.124	742.326
6.353	147.125	442.159	295.150	742.413
6.363	147.081	442.094	295.179	742.942
6.373	147.082	442.059	295.174	743.770
6.383	147.103	442.070	295.113	744.709
6.393	147.134	442.118	294.995	745.521
6.403	147.170	442.185	294.828	746.166
6.413	147.192	442.257	294.633	746.796
6.423	147.189	442.319	294.426	747.343
6.433	147.171	442.364	294.214	747.647
6.443	147.148	442.391	294.008	747.603
6.453	147.129	442.401	293.846	747.059
6.463	147.110	442.390	293.769	745.931
6.473	147.094	442.357	293.787	744.340
6.483	147.101	442.309	293.912	742.550
6.493	147.129	442.264	294.122	740.910
6.503	147.159	442.237	294.359	739.640
6.513	147.180	442.227	294.550	738.799
6.523	147.169	442.226	294.636	738.454
6.533	147.140	442.235	294.636	738.563
6.543	147.128	442.248	294.590	739.110
6.553	147.147	442.257	294.553	740.071
6.563	147.193	442.267	294.572	741.411
6.573	147.233	442.286	294.648	742.921
6.583	147.260	442.312	294.774	744.354
6.593	147.281	442.341	294.958	745.436
6.603	147.284	442.369	295.222	745.906
6.613	147.267	442.392	295.515	745.715
6.623	147.227	442.401	295.720	745.104
6.633	147.155	442.398	295.743	744.146
6.643	147.072	442.384	295.569	742.861
6.653	147.027	442.360	295.298	741.422
6.663	147.034	442.330	295.019	740.028
6.673	147.065	442.307	294.794	738.682
6.683	147.104	442.308	294.648	737.062
6.693	147.150	442.333	294.558	735.033
6.703	147.195	442.375	294.492	733.242
6.713	147.237	442.425	294.426	732.318
6.723	147.283	442.466	294.355	732.394
6.733	147.335	442.482	294.288	733.307
6.743	147.366	442.471	294.218	734.975
6.753	147.367	442.445	294.116	737.306
6.763	147.373	442.415	293.993	739.961
6.773	147.398	442.387	293.892	742.477
6.783	147.422	442.361	293.870	744.386
6.793	147.434	442.341	293.944	745.338
6.803	147.455	442.333	294.073	745.334
6.813	147.499	442.341	294.212	744.593
6.823	147.545	442.360	294.353	743.274
6.833	147.583	442.379	294.493	741.383
6.843	147.627	442.387	294.618	739.152
6.853	147.691	442.380	294.719	736.977
6.863	147.751	442.357	294.797	735.017
6.873	147.793	442.317	294.888	733.099
6.883	147.822	442.270	295.057	731.472
6.893	147.840	442.227	295.294	730.788
6.903	147.860	442.193	295.537	731.302
6.913	147.907	442.162	295.706	732.682
6.923	147.975	442.133	295.730	734.572
6.933	148.019	442.107	295.633	736.828
6.943	148.026	442.092	295.479	739.423
6.953	148.022	442.093	295.347	742.259
6.963	148.015	442.105	295.258	744.917
6.973	147.990	442.117	295.173	746.633
6.983	147.944	442.126	295.069	746.926
6.993	147.903	442.129	294.965	745.999
7.003	147.879	442.124	294.878	744.551
7.013	147.859	442.112	294.799	742.640
7.023	147.829	442.096	294.726	740.126
7.033	147.775	442.087	294.683	737.298
7.043	147.682	442.101	294.689	734.583
7.053	147.574	442.135	294.728	732.450
7.063	147.479	442.181	294.801	731.397
7.073	147.404	442.234	294.920	731.382
7.083	147.343	442.284	295.083	732.052
7.093	147.288	442.325	295.239	733.121
7.103	147.243	442.353	295.346	734.585
7.113	147.196	442.372	295.402	736.609
