0.023
0.033
0.043
0.053
0.063
0.073
0.083
0.093
0.103
0.113
0.123
0.133	512.221
0.143	333.028	519.213
0.153	333.299	523.249
0.163	333.534	525.190
0.173	333.743	525.997
0.183	333.899	526.404
0.193	333.923	526.705
0.203	333.802	526.887
0.213	333.543	526.942
0.223	333.236	264.856	526.979
0.233	332.999	263.745	527.044
0.243	332.892	263.083	527.093
0.253	332.917	262.628	527.108
0.263	332.963	262.535	527.068
0.273	332.929	263.024	527.019
0.283	332.844	263.993	527.048
0.293	332.783	264.999	527.135
0.303	332.788	265.588	527.228
0.993	168.697	398.271	264.188	525.014
1.003	168.605	398.161	264.192	525.922
1.013	168.492	397.983	264.157	526.726
1.023	168.366	397.757	264.075	527.192
1.033	168.235	397.513	263.961	527.306
1.043	168.093	397.285	263.833	527.162
1.053	167.954	397.089	263.701	526.891
1.063	167.848	396.941	263.573	526.593
1.073	167.782	396.855	263.473	526.361
1.083	167.734	396.830	263.427	526.242
1.093	167.686	396.856	263.448	526.251
1.103	167.627	396.903	263.538	526.339
1.113	167.548	396.934	263.676	526.418
1.123	167.454	396.916	263.815	526.442
1.133	167.349	396.806	263.910	526.391
1.143	167.240	396.608	263.946	526.288
1.153	167.141	396.405	263.933	526.189
1.163	167.066	396.271	263.883	526.134
1.173	167.023	396.225	263.803	526.125
1.183	167.011	396.239	263.686	526.124
1.193	167.014	396.271	263.546	526.089
1.203	167.009	396.302	263.418	525.987
1.213	166.987	396.341	263.331	525.829
1.223	166.941	396.420	263.291	525.699
1.233	166.878	396.550	263.298	525.656
1.243	166.817	396.715	263.369	525.681
1.253	166.770	396.879	263.511	525.710
1.263	166.740	397.000	263.695	525.715
1.273	166.735	397.040	263.876	525.741
1.283	166.752	396.996	264.018	525.836
1.293	166.778	396.900	264.088	525.970
1.303	166.807	396.778	264.070	526.027
1.313	166.820	396.654	263.957	525.930
1.323	166.786	396.562	263.804	525.637
1.333	166.714	396.519	263.710	525.082
1.343	166.626	396.538	263.736	524.071
1.353	166.537	396.670	263.893	522.005
1.363	166.476	397.003	264.175	517.349
1.373	166.448	397.451	264.551	507.776
1.383	166.440	397.516	264.977	491.870
1.393	166.444	396.197	265.384	472.705
1.403	166.473	391.208	265.692	455.429
1.413	166.564	382.440	265.883	443.509
1.423	166.790	372.186	265.965	438.757
1.433	167.248	363.402	265.991	437.905
1.443	168.090	357.852	266.071	438.421
1.453	169.471	354.772	266.324	439.054
1.463	171.540	353.216	266.869	439.492
1.473	174.364	352.375	267.778	439.771
1.483	177.180	351.862	268.905	440.008
1.493	178.482	351.608	269.843	440.192
1.503	178.574	351.590	270.312	440.324
1.513	178.488	351.721	270.297	440.442
1.523	178.619	351.843	269.420	440.524
1.533	178.777	351.883	267.645	440.504
1.543	178.838	351.835	265.697	440.306
1.553	178.764	351.729	264.750	439.994
1.563	178.551	351.585	264.760	439.761
1.573	178.276	351.422	265.075	439.738
1.583	178.003	351.264	265.367	439.874
1.593	177.743	351.140	265.684	439.945
1.603	177.482	351.062	266.027	439.848
1.613	177.211	351.035	266.236	439.660
1.623	176.943	351.067	266.212	439.484
1.633	176.696	351.149	266.017	439.324
1.643	176.475	351.245	265.728	439.187
1.653	176.289	351.319	265.400	439.127
1.663	176.133	351.363	265.043	439.150
1.673	175.999	351.372	264.664	439.232
1.683	175.892	351.347	264.307	439.413
1.693	175.840	351.307	264.033	440.007
1.703	175.870	351.275	263.859	441.603
1.713	175.987	351.270	263.768	444.954
1.723	176.177	351.289	263.737	451.206
1.733	176.425	351.307	263.732	461.882
1.743	176.699	351.313	263.715	475.264
1.753	176.956	351.305	263.667	486.552
1.763	177.168	351.287	263.595	493.372
1.773	177.322	351.264	263.523	496.488
1.783	177.412	351.232	263.472	497.488
1.793	177.441	351.186	263.450	497.646
1.803	177.408	351.113	263.469	497.838
1.813	177.316	351.009	263.529	498.271
1.823	177.172	350.880	263.632	498.786
1.833	176.988	350.745	263.771	499.107
1.843	176.786	350.642	263.921	499.078
1.853	176.575	350.585	264.027	498.801
1.863	176.360	350.578	264.038	498.423
1.873	176.157	350.626	263.928	498.089
1.883	175.986	350.716	263.726	497.850
1.893	175.862	350.813	263.504	497.655
1.903	175.803	350.883	263.346	497.453
1.913	175.821	350.927	263.318	497.213
1.923	175.906	350.968	263.430	497.013
1.933	176.056	351.004	263.659	496.935
1.943	176.278	350.991	263.972	496.985
1.953	176.577	350.842	264.313	497.036
1.963	176.943	350.503	264.611	497.062
1.973	177.350	350.120	264.822	497.292
1.983	177.774	350.501	264.942	498.546
1.993	178.202	353.684	265.022	502.240
2.003	178.622	362.782	265.163	509.034
2.013	178.976	378.456	265.513	516.443
2.023	178.997	394.083	266.230	521.955
2.033	178.242	401.793	267.386	525.057
2.043	176.419	402.584	268.821	526.666
2.053	173.584	400.543	270.099	527.553
2.063	170.443	398.439	270.537	528.048
2.073	167.908	397.060	269.881	528.138
2.083	166.614	396.307	268.043	527.820
2.093	166.405	396.026	265.730	527.333
2.103	166.735	396.058	264.215	526.965
2.113	167.097	396.230	264.207	526.794
2.123	167.330	396.376	264.899	526.691
2.133	167.461	396.409	265.336	526.525
2.143	167.522	396.339	265.450	526.338
2.153	167.498	396.205	265.513	526.275
2.163	167.401	396.056	265.627	526.407
2.173	167.275	395.923	265.684	526.635
2.183	167.140	395.809	265.588	526.831
2.193	167.016	395.726	265.349	526.928
2.203	166.930	395.684	265.029	526.891
2.213	166.895	395.672	264.698	526.702
2.223	166.908	395.663	264.404	526.331
2.233	166.962	395.639	264.182	525.745
2.243	167.005	395.604	264.038	525.020
2.253	167.026	395.555	263.956	524.283
2.263	167.043	395.481	263.908	523.921
2.273	167.064	395.375	263.867	524.838
2.283	167.151	395.250	263.815	527.628
2.293	167.321	395.148	263.767	530.800
2.303	167.306	395.110	263.742	527.258
2.313	166.420	395.148	263.746	503.169
2.323	163.885	395.243	263.763	447.208
2.333	159.789	395.351	263.773	376.832
2.343	155.438	395.444	263.772	338.694
2.353	151.192	395.504	263.767	363.915
2.363	149.042	395.527	263.765	440.122
2.373	148.203	395.518	263.768	528.336
2.383	147.910	395.487	263.776	579.173
2.393	147.917	395.456	263.783	597.891
2.403	147.988	395.447	263.781	599.954
2.413	148.037	395.450	263.769	596.611
2.423	148.059	395.441	263.751	593.576
2.433	148.069	395.424	263.731	592.099
2.443	148.077	395.419	263.719	591.725
2.453	148.089	395.438	263.735	591.851
2.463	148.092	395.480	263.785	592.147
2.473	148.074	395.533	263.852	592.457
2.483	148.035	395.595	263.906	592.684
2.493	147.994	395.665	263.918	592.781
2.503	147.966	395.718	263.883	592.752
2.513	147.946	395.747	263.845	592.660
2.523	147.918	395.777	263.861	592.549
2.533	147.869	395.826	263.978	592.421
2.543	147.824	395.892	264.226	592.281
2.553	147.799	395.967	264.603	592.164
2.563	147.777	396.058	265.092	592.121
2.573	147.722	396.239	265.698	592.187
2.583	147.559	396.648	266.461	592.312
2.593	147.227	397.442	267.460	592.264
2.603	146.789	398.660	268.643	591.645
2.613	146.233	400.126	269.804	590.150
2.623	145.694	401.406	270.637	588.313
2.633	145.295	401.922	270.817	588.153
2.643	143.130	401.545	270.133	592.862
2.653	139.679	400.640	268.466	605.670
2.663	136.626	399.460	266.202	625.476
2.673	134.833	398.232	264.282	644.756
2.683	133.666	397.171	263.605	656.886
2.693	132.512	396.371	263.956	660.957
2.703	131.808	395.903	264.594	659.870
2.713	131.349	395.747	265.038	657.552
2.723	131.119	395.755	265.276	656.285
2.733	131.050	395.785	265.516	656.302
2.743	131.040	395.781	265.913	656.844
2.753	131.032	395.751	266.289	657.537
2.763	131.011	395.727	266.324	658.377
2.773	130.985	395.715	265.985	659.649
2.783	130.956	395.693	265.414	661.589
2.793	130.897	395.649	264.749	664.227
2.803	130.775	395.601	264.150	667.135
2.813	130.586	395.564	263.728	669.111
2.823	130.384	395.541	263.535	669.384
2.833	130.222	395.525	263.547	668.501
2.843	130.115	395.514	263.689	667.015
2.853	130.061	395.535	263.876	665.005
2.863	130.060	395.600	264.053	662.505
2.873	130.135	395.679	264.173	659.767
2.883	130.341	395.731	264.213	657.379
2.893	130.598	395.749	264.188	655.805
2.903	130.814	395.740	264.137	655.077
2.913	130.943	395.724	264.110	654.960
2.923	131.001	395.708	264.141	655.319
2.933	131.023	395.693	264.255	656.184
2.943	131.042	395.694	264.440	657.654
2.953	131.064	395.715	264.635	659.705
2.963	131.074	395.745	264.802	662.015
2.973	131.063	395.763	264.941	664.106
2.983	131.030	395.782	265.049	665.531
2.993	130.980	395.807	265.122	665.991
3.003	130.920	395.825	265.158	665.336
3.013	130.861	395.834	265.157	663.703
3.023	130.791	395.839	265.119	661.518
3.033	130.698	395.852	265.046	659.181
3.043	130.581	395.865	264.952	657.096
3.053	130.449	395.867	264.863	655.745
3.063	130.325	395.849	264.795	655.214
3.073	130.233	395.788	264.749	655.361
3.083	130.178	395.696	264.722	656.046
3.093	130.153	395.621	264.705	656.949
3.103	130.157	395.620	264.704	657.647
3.113	130.211	395.786	264.733	657.829
3.123	130.334	396.301	264.806	657.371
3.133	130.515	397.290	264.923	656.600
3.143	130.709	398.734	265.069	656.263
3.153	130.842	400.603	265.241	656.938
3.163	130.826	403.162	265.451	658.623
3.173	130.587	407.028	265.711	659.763
3.183	130.208	413.137	266.056	657.161
3.193	130.227	422.275	266.604	646.518
3.203	132.832	432.180	267.506	625.392
3.213	143.067	439.471	268.693	603.426
3.223	156.759	442.984	269.881	588.992
3.233	169.841	443.765	270.525	583.820
3.243	177.050	443.239	270.208	583.451
3.253	179.551	442.554	268.699	584.178
3.263	179.440	442.186	266.032	584.704
3.273	178.637	442.197	263.313	584.699
3.283	178.092	442.431	261.979	584.423
3.293	177.903	442.732	261.825	584.135
3.303	177.936	442.978	261.933	583.965
3.313	178.028	443.103	261.940	583.853
3.323	178.094	443.111	262.041	583.720
3.333	178.120	443.022	262.354	583.535
3.343	178.113	442.859	262.753	583.279
3.353	178.085	442.652	262.983	582.955
3.363	178.027	442.439	262.888	582.619
3.373	177.910	442.257	262.510	582.325
3.383	177.737	442.147	262.033	582.159
3.393	177.547	442.115	261.633	582.154
3.403	177.379	442.148	261.379	582.279
3.413	177.267	442.216	261.263	582.544
3.423	177.215	442.284	261.258	582.995
3.433	177.183	442.331	261.325	583.606
3.443	177.132	442.350	261.429	584.376
3.453	177.048	442.346	261.532	585.225
3.463	176.937	442.332	261.612	585.871
3.473	176.805	442.320	261.660	586.327
3.483	176.666	442.317	261.680	587.173
3.493	176.550	442.331	261.707	590.344
3.503	176.477	442.363	261.786	599.577
3.513	176.445	442.408	261.915	617.171
3.523	176.425	442.461	262.058	637.734
3.533	176.398	442.507	262.179	651.191
3.543	176.369	442.537	262.244	657.225
3.553	176.335	442.549	262.237	659.000
3.563	176.288	442.550	262.168	659.557
3.573	176.229	442.553	262.069	659.964
3.583	176.166	442.567	261.963	658.864
3.593	176.109	442.598	261.869	653.031
3.603	176.074	442.650	261.823	637.205
3.613	176.062	442.713	261.850	614.236
3.623	176.068	442.779	261.962	597.516
3.633	176.084	442.835	262.148	600.061
3.643	176.094	442.873	262.384	623.018
3.653	176.096	442.896	262.627	654.720
3.663	176.104	442.916	262.824	678.155
3.673	176.134	442.935	262.920	689.234
3.683	176.188	442.938	262.922	693.265
3.693	176.274	442.904	262.863	694.220
3.703	176.389	442.832	262.800	694.311
3.713	176.487	442.786	262.827	694.592
3.723	176.420	442.980	263.063	695.186
3.733	175.897	443.774	263.630	695.957
3.743	174.663	445.492	264.601	696.780
3.753	172.783	447.803	265.876	697.597
3.763	171.013	449.301	267.035	698.417
3.773	170.171	447.135	267.201	699.293
3.783	170.827	438.475	265.344	700.168
3.793	173.391	424.561	262.804	700.525
3.803	178.682	410.760	259.826	699.047
3.813	186.629	400.941	256.834	693.719
3.823	193.808	397.017	254.166	681.583
3.833	197.639	396.015	251.178	660.201
3.843	199.083	396.121	249.268	629.956
3.853	198.769	396.495	248.657	602.641
3.863	198.060	396.789	248.898	587.537
3.873	197.485	396.945	249.428	582.480
3.883	197.149	396.987	249.906	582.285
3.893	197.022	396.929	250.205	583.334
3.903	196.941	396.764	250.351	584.005
3.913	196.829	396.516	250.404	584.170
3.923	196.680	396.256	250.429	584.056
3.933	196.527	396.061	250.464	583.963
3.943	196.394	395.955	250.502	584.014
3.953	196.295	395.913	250.523	584.242
3.963	196.236	395.929	250.500	584.664
3.973	196.212	395.978	250.425	585.234
3.983	196.223	396.021	250.305	585.874
3.993	196.263	396.052	250.161	586.421
4.003	196.324	396.147	250.021	586.654
4.013	196.384	396.461	249.912	586.481
4.023	196.423	397.201	249.842	585.956
4.033	196.426	398.514	249.806	585.245
4.043	196.396	400.292	249.804	584.546
4.053	196.362	401.891	249.827	584.019
4.063	196.341	401.805	249.856	583.787
4.073	196.342	397.372	249.875	583.873
4.083	196.377	386.641	249.877	583.942
4.093	196.435	372.055	249.866	583.903
4.103	196.484	359.590	249.857	584.171
4.113	196.506	353.342	249.853	584.999
4.123	196.488	351.026	249.857	586.113
4.133	196.430	350.471	249.869	587.052
4.143	196.341	350.438	249.897	587.369
4.153	196.241	350.531	249.944	587.141
4.163	196.149	350.674	249.999	586.635
4.173	196.090	350.811	250.046	586.055
4.183	196.086	350.896	250.071	585.494
4.193	196.126	350.921	250.072	585.005
4.203	196.183	350.902	250.062	584.681
4.213	196.224	350.846	250.051	584.606
4.223	196.230	350.760	250.030	584.713
4.233	196.230	350.671	249.995	584.875
4.243	196.265	350.612	249.952	585.024
4.253	196.356	350.601	249.904	585.141
4.263	196.477	350.624	249.848	585.232
4.273	196.572	350.667	249.791	585.284
4.283	196.614	350.727	249.758	585.295
4.293	196.625	350.809	249.763	585.480
4.303	196.697	350.930	249.799	586.297
4.313	197.061	351.107	249.876	588.011
4.323	198.007	351.380	250.020	590.421
4.333	199.682	351.809	250.276	592.111
4.343	201.672	352.447	250.763	591.955
4.353	202.952	353.316	251.698	589.662
4.363	201.781	354.114	253.252	584.833
4.373	193.687	353.872	255.174	574.482
4.383	176.955	351.572	256.593	555.698
4.393	158.586	346.858	256.514	532.827
4.403	143.433	340.717	253.605	517.180
4.413	133.296	335.232	245.161	512.175
4.423	130.113	331.924	230.168	513.401
4.433	130.013	330.587	210.756	516.761
4.443	130.546	330.214	200.401	519.911
4.453	130.952	330.035	195.108	522.168
4.463	131.166	329.816	193.726	523.455
4.473	131.241	329.579	194.381	523.907
4.483	131.246	329.412	195.532	523.982
4.493	131.221	329.344	196.481	524.009
4.503	131.185	329.336	197.128	524.029
4.513	131.146	329.343	197.495	523.979
4.523	131.111	329.350	197.638	523.861
4.533	131.078	329.346	197.627	523.779
4.543	131.055	329.307	197.535	523.849
4.553	131.044	329.242	197.422	524.097
4.563	131.047	329.173	197.331	524.516
4.573	131.065	329.119	197.305	525.054
4.583	131.094	329.094	197.338	525.585
4.593	131.128	329.107	197.426	525.965
4.603	131.158	329.146	197.557	526.145
4.613	131.182	329.218	197.697	526.125
4.623	131.193	329.307	197.797	525.871
4.633	131.190	329.395	197.815	525.312
4.643	131.177	329.472	197.750	524.427
4.653	131.154	329.539	197.628	523.378
4.663	131.127	329.610	197.495	522.558
4.673	131.106	329.697	197.395	522.307
4.683	131.102	329.805	197.356	522.713
4.693	131.115	329.927	197.381	523.557
4.703	131.139	330.069	197.457	524.642
4.713	131.159	330.238	197.538	525.812
4.723	131.163	330.436	197.573	526.948
4.733	131.154	330.623	197.557	527.889
4.743	131.139	330.759	197.497	528.497
4.753	131.123	330.841	197.411	528.708
4.763	131.104	330.894	197.312	528.550
4.773	131.078	330.926	197.222	528.075
4.783	131.042	330.928	197.161	527.359
4.793	131.009	330.894	197.142	526.511
4.803	130.996	330.840	197.172	525.574
4.813	131.006	330.782	197.248	524.403
4.823	131.034	330.727	197.341	522.828
4.833	131.071	330.686	197.414	520.992
4.843	131.114	330.659	197.448	519.534
4.853	131.151	330.638	197.459	519.098
4.863	131.170	330.612	197.464	519.957
4.873	131.167	330.575	197.471	521.952
4.883	131.143	330.518	197.462	524.640
4.893	131.110	330.437	197.433	527.261
4.903	131.077	330.341	197.405	529.215
4.913	131.055	330.244	197.389	530.361
4.923	131.060	330.151	197.386	530.799
4.933	131.090	330.060	197.389	530.722
4.943	131.128	329.989	197.398	530.241
4.953	131.163	329.962	197.417	529.314
4.963	131.199	329.996	197.446	527.828
4.973	131.228	330.088	197.485	525.733
4.983	131.252	330.224	197.556	523.376
4.993	131.282	330.384	197.662	521.374
5.003	131.319	330.558	197.767	520.421
5.013	131.360	330.748	197.850	520.837
5.023	131.402	330.955	197.901	522.335
5.033	131.441	331.165	197.935	524.374
5.043	131.477	331.356	197.970	526.351
5.053	131.511	331.514	197.998	528.004
5.063	131.542	331.614	197.988	529.277
5.073	131.562	331.635	197.915	530.225
5.083	131.572	331.564	197.789	530.864
5.093	131.576	331.415	197.656	531.078
5.103	131.568	331.203	197.565	530.652
5.113	131.545	330.950	197.536	529.469
5.123	131.516	330.672	197.550	527.665
5.133	131.490	330.386	197.586	525.503
5.143	131.459	330.103	197.630	523.327
5.153	131.411	329.823	197.667	521.482
5.163	131.353	329.564	197.683	520.205
5.173	131.300	329.331	197.660	519.751
5.183	131.245	329.130	197.600	520.232
5.193	131.172	328.984	197.501	521.485
5.203	131.082	328.911	197.376	523.102
5.213	130.976	328.905	197.258	524.703
5.223	130.849	328.960	197.179	526.084
5.233	130.700	329.085	197.156	527.217
5.243	130.556	329.289	197.187	528.025
5.253	130.430	329.565	197.256	528.342
5.263	130.335	329.901	197.333	528.112
5.273	130.250	330.290	197.392	527.384
5.283	130.178	330.710	197.428	526.255
5.293	130.150	331.140	197.440	524.880
5.303	130.219	331.558	197.417	523.418
5.313	130.411	331.939	197.360	522.055
5.323	130.689	332.254	197.309	521.067
5.333	130.956	332.474	197.286	520.665
5.343	131.159	332.589	197.302	520.700
5.353	131.300	332.598	197.360	521.062
5.363	131.395	332.492	197.430	521.928
5.373	131.476	332.262	197.481	523.497
5.383	131.546	331.911	197.514	525.497
5.393	131.591	331.415	197.546	527.375
5.403	131.595	330.798	197.579	528.698
5.413	131.565	330.150	197.590	529.525
5.423	131.510	329.601	197.558	529.972
5.433	131.442	329.271	197.482	529.998
5.443	131.359	329.216	197.378	529.403
5.453	131.256	329.386	197.261	528.180
5.463	131.124	329.772	197.141	526.529
5.473	130.978	330.334	197.043	524.774
5.483	130.871	330.989	197.009	523.274
5.493	130.846	331.641	197.053	522.248
5.503	130.901	332.183	197.143	521.744
5.513	131.017	332.545	197.221	521.726
5.523	131.163	332.772	197.255	522.281
5.533	131.321	332.900	197.225	523.628
5.543	131.485	332.960	197.141	525.687
5.553	131.675	332.983	197.035	528.025
5.563	131.911	332.986	196.940	530.146
5.573	132.221	332.960	196.882	531.755
5.583	132.559	332.880	196.870	532.626
5.593	132.823	332.740	196.873	532.718
5.603	132.922	332.558	196.872	531.939
5.613	132.831	332.351	196.865	530.170
5.623	132.621	332.149	196.877	527.470
5.633	132.411	331.992	196.964	524.548
5.643	132.285	331.921	197.210	522.582
5.653	132.236	331.963	197.702	522.314
5.663	132.216	332.109	198.480	522.763
5.673	132.144	332.338	199.623	523.648
5.683	131.952	332.628	201.110	525.096
5.693	131.629	332.961	202.672
5.703	131.129	333.354	204.013
5.713	130.574	333.840	205.080
5.723	130.071	334.457	205.966
5.733	335.126	206.380
5.743	335.674
5.753	335.973
5.763	335.891
5.773	335.601
5.783	335.612
5.793	336.861
5.803	340.654
5.813	347.684
5.823	357.880
5.833	369.043
5.843	377.391
5.853	382.746
5.863
5.873
5.883
5.893
5.903
5.913
5.923
5.933
5.943
5.953
5.963
5.973
5.983
5.993
6.003
6.013
6.023
6.033
6.043
6.053
6.063
6.073
6.083
6.093	223.122
6.103	223.576
6.113	223.442
6.123	222.929
6.133	222.405
6.143	222.121
6.153	222.167	523.546
6.163	222.454	524.391
6.173	222.762	524.631
6.183	222.929	524.570
6.193	222.931	375.384	524.401
6.203	222.761	375.268	524.151
6.213	222.477	374.889	523.880
6.223	222.158	374.461	523.678
6.233	221.896	374.225	523.588
6.243	221.760	374.226	523.583
6.253	221.773	374.349	523.649
6.263	221.916	374.484	217.775	523.780
6.273	222.113	374.575	218.580	523.958
6.283	222.305	374.609	219.469	524.115
6.293	222.455	374.596	220.341	524.169
6.303	222.522	374.551	221.119	524.094
6.313	222.542	374.503	221.663	523.912
6.323	222.521	374.495	221.989	523.644
6.333	222.450	374.518	222.121	523.289
6.343	222.333	374.526	222.088	522.849
6.353	222.202	374.505	221.932	522.363
6.363	222.093	374.478	221.737	521.910
6.373	222.031	374.449	221.566	521.640
6.383	222.024	374.400	221.446	521.761
6.393	222.041	374.341	221.381	522.385
6.403	222.065	374.296	221.351	523.469
6.413	222.092	374.265	221.352	524.727
6.423	222.132	374.254	221.381	525.666
6.433	222.172	374.270	221.449	526.097
6.443	222.177	374.310	221.550	526.054
6.453	222.151	374.372	221.653	525.661
6.463	222.131	374.439	221.717	525.069
6.473	222.136	374.500	221.738	524.415
6.483	222.173	374.547	221.749	523.833
6.493	222.234	374.573	221.775	523.471
6.503	222.304	374.587	221.802	523.414
6.513	222.365	374.591	221.797	523.646
6.523	222.411	374.565	221.752	524.119
6.533	222.438	374.503	221.686	524.681
6.543	222.440	374.417	221.630	525.149
6.553	222.434	374.337	221.589	525.371
6.563	222.428	374.285	221.546	525.276
6.573	222.417	374.258	221.509	524.795
6.583	222.401	374.260	221.507	523.865
6.593	222.417	374.290	221.551	522.515
6.603	222.567	374.332	221.632	521.071
6.613	223.025	374.384	221.740	519.969
6.623	223.951	374.452	221.879	519.215
6.633	225.134	374.528	222.062	517.511
6.643	225.667	374.590	222.270	511.696
6.653	224.470	374.650	222.500	501.083
6.663	221.212	374.805	222.833	491.149
6.673	216.321	375.293	223.457	486.842
6.683	208.584	376.652	224.656	487.604
6.693	203.206	379.803	226.644	489.596
6.703	200.222	385.504	229.571	490.930
6.713	199.131	392.722	233.353	491.365
6.723	198.964	397.406	237.540	491.437
6.733	198.969	398.585	244.801	491.754
6.743	198.897	398.266	255.067	492.679
6.753	198.741	397.650	268.834	494.082
6.763	198.549	397.078	280.965	495.489
6.773	198.359	396.638	288.849	496.469
6.783	198.182	396.358	292.299	496.829
6.793	198.008	396.190	293.432	496.635
6.803	197.834	396.052	293.954	496.159
6.813	197.661	395.909	294.555	495.627
6.823	197.497	395.762	295.294	494.979
6.833	197.353	395.634	295.959	493.989
6.843	197.219	395.530	296.369	492.628
6.853	197.097	395.437	296.481	491.257
6.863	197.001	395.347	296.353	490.332
6.873	196.944	395.263	296.095	490.082
6.883	196.930	395.197	295.776	490.517
6.893	196.972	395.153	295.424	491.330
6.903	197.068	395.108	295.069	492.264
6.913	197.208	395.059	294.768	493.193
6.923	197.353	395.023	294.570	494.167
6.933	197.470	395.014	294.486	495.191
6.943	197.551	395.023	294.490	496.097
6.953	197.600	395.021	294.565	496.619
6.963	197.626	394.985	294.701	496.549
6.973	197.624	394.909	294.885	495.911
6.983	197.584	394.820	295.090	494.952
6.993	197.517	394.736	295.299	493.882
7.003	197.442	394.655	295.473	492.783
7.013	197.363	394.577	295.554	491.715
7.023	197.277	394.523	295.520	490.826
7.033	197.178	394.513	295.372	490.294
7.043	197.066	394.543	295.161	490.218
7.053	196.956	394.592	294.971	490.505
7.063	196.861	394.646	294.878	490.954
7.073	196.767	394.693	294.915	491.421
7.083	196.666	394.735	295.062	491.877
7.093	196.555	394.772	295.233	492.326
7.103	196.456	394.796	295.330	492.715
7.113	196.373	394.797	295.312	493.009
7.123	196.279	394.771	295.202	493.218
7.133	196.172	394.729	295.054	493.336
7.143	196.072	394.722	294.907	493.359
7.153	196.046	394.901	294.778	493.233
7.163	196.235	395.468	294.692	492.658
7.173	196.868	396.590	294.704	490.649
7.183	198.290	398.197	294.849	485.193
7.193	200.633	399.630	295.177	473.290
7.203	202.990	399.170	295.685	456.980
7.213	203.608	393.536	296.353	444.228
7.223	199.915	382.305	297.183	437.446
7.233	189.561	369.226	298.332	435.307
7.243	173.543	359.391	299.841	435.213
7.253	165.723	353.962	301.363	435.543
7.263	180.786	351.911	302.025	435.784
7.273	212.770	351.227	301.041	435.882
7.283	263.116	350.840	298.656	435.902
7.293	290.332	350.543	296.080	435.895
7.303	301.208	350.386	294.468	435.894
7.313	302.361	350.393	293.856	435.911
7.323	300.553	350.497	293.889	435.930
7.333	298.609	350.599	294.234	435.963
7.343	297.424	350.633	294.633	436.056
