0.023
0.033
0.043
0.053
0.063
0.073	388.042
0.083	389.465
0.093	390.618
0.103	391.316
0.113	391.651
0.123	391.755
0.133	391.650
0.143	298.065	240.860	391.451
0.153	298.117	241.895	391.302
0.163	297.895	242.841	391.243
0.173	297.432	243.782	391.224
0.183	296.941	244.745	391.285
0.193	296.676	245.689	391.436
0.203	296.729	246.493	391.613
0.213	297.015	247.053	391.726
0.223	297.325	247.383	391.743
0.233	297.469	247.572	391.712
0.243	297.403	247.769	391.687
0.253	297.176	248.067	391.696
0.703	197.596	296.685	250.968	392.392
0.713	197.659	296.912	246.708	392.341
0.723	197.736	297.373	239.393	392.260
0.733	197.995	298.126	230.888	392.192
0.743	198.724	299.039	224.886	392.136
0.753	200.052	299.842	221.810	392.016
0.763	201.611	300.392	221.250	391.614
0.773	202.362	300.460	221.790	390.644
0.783	201.670	299.854	222.576	389.364
0.793	199.634	298.772	223.182	389.460
0.803	196.446	297.538	223.540	393.935
0.813	193.553	296.515	223.671	405.503
0.823	192.070	295.917	223.635	422.466
0.833	191.574	295.721	223.488	436.715
0.843	191.353	295.749	223.316	443.539
0.853	191.011	295.816	223.185	445.630
0.863	190.658	295.820	223.116	445.628
0.873	190.506	295.748	223.115	445.254
0.883	190.488	295.619	223.156	444.987
0.893	190.454	295.451	223.199	444.800
0.903	190.367	295.268	223.211	444.481
0.913	190.249	295.097	223.186	443.913
0.923	190.106	294.965	223.130	443.064
0.933	189.919	294.900	223.058	442.059
0.943	189.699	294.887	223.001	440.981
0.953	189.453	294.909	222.958	439.983
0.963	189.184	294.940	222.892	439.286
0.973	188.886	294.968	222.792	438.874
0.983	188.589	294.982	222.695	438.705
0.993	188.322	294.968	222.643	438.832
1.003	188.073	294.925	222.639	439.415
1.013	187.840	294.869	222.667	440.428
1.023	187.643	294.826	222.700	441.691
1.033	187.497	294.805	222.728	442.953
1.043	187.399	294.805	222.752	443.990
1.053	187.363	294.843	222.785	444.682
1.063	187.394	294.920	222.830	444.816
1.073	187.495	295.008	222.854	444.136
1.083	187.664	295.076	222.847	442.633
1.093	187.906	295.116	222.798	440.668
1.103	188.200	295.134	222.707	438.794
1.113	188.506	295.131	222.579	437.431
1.123	188.782	295.114	222.446	436.511
1.133	189.004	295.093	222.350	436.066
1.143	189.160	295.083	222.322	436.156
1.153	189.240	295.092	222.380	436.727
1.163	189.254	295.120	222.494	437.615
1.173	189.218	295.183	222.629	438.733
1.183	189.117	295.272	222.736	440.064
1.193	188.951	295.347	222.769	441.490
1.203	188.699	295.393	222.732	442.820
1.213	188.372	295.417	222.657	443.893
1.223	188.033	295.417	222.580	444.581
1.233	187.737	295.380	222.531	444.773
1.243	187.500	295.326	222.554	444.364
1.253	187.334	295.292	222.761	443.386
1.263	187.245	295.297	223.266	442.095
1.273	187.229	295.346	224.256	440.862
1.283	187.271	295.436	225.773	440.067
1.293	187.395	295.573	227.886	439.964
1.303	187.753	295.743	230.296	440.175
1.313	188.622	295.937	232.394	440.372
1.323	190.371	296.144	233.280	440.470
1.333	193.021	296.376	231.660	440.538
1.343	195.783	296.754	225.230	440.580
1.353	197.118	297.481	214.417	440.592
1.363	196.790	298.503	204.811	440.921
1.373	195.029	299.590	198.381	442.826
1.383	191.852	300.491	196.114	448.289
1.393	186.975	300.967	195.815	458.721
1.403	182.270	300.614	196.281	472.041
1.413	179.831	299.572	196.897	482.451
1.423	178.923	298.154	197.406	489.324
1.433	178.886	296.786	197.736	493.521
1.443	179.094	295.799	197.892	495.693
1.453	179.255	295.326	197.903	496.625
1.463	179.300	295.333	197.804	496.982
1.473	179.222	295.602	197.648	497.305
1.483	179.072	295.858	197.462	497.658
1.493	178.884	295.994	197.272	497.707
1.503	178.677	296.010	197.121	497.280
1.513	178.466	295.928	197.054	496.597
1.523	178.272	295.783	197.076	496.003
1.533	178.113	295.590	197.163	495.595
1.543	177.992	295.391	197.293	495.279
1.553	177.908	295.254	197.445	494.963
1.563	177.858	295.209	197.604	494.684
1.573	177.836	295.232	197.746	494.493
1.583	177.826	295.273	197.808	494.402
1.593	177.797	295.294	197.768	494.352
1.603	177.723	295.288	197.638	494.311
1.613	177.592	295.257	197.470	494.299
1.623	177.419	295.225	197.349	494.370
1.633	177.234	295.200	197.339	494.552
1.643	177.075	295.190	197.458	494.841
1.653	176.988	295.237	197.685	495.179
1.663	176.977	295.348	197.939	495.523
1.673	177.015	295.464	198.151	495.865
1.683	177.067	295.536	198.288	496.161
1.693	177.107	295.558	198.301	496.319
1.703	177.114	295.562	198.193	496.368
1.713	177.079	295.576	197.980	496.395
1.723	177.015	295.609	197.731	496.434
1.733	176.942	295.640	197.543	496.471
1.743	176.886	295.652	197.474	496.533
1.753	176.853	295.656	197.540	496.679
1.763	176.831	295.669	197.717	496.950
1.773	176.818	295.700	197.953	497.299
1.783	176.815	295.751	198.187	497.655
1.793	176.811	295.819	198.382	497.987
1.803	176.782	295.885	198.496	498.184
1.813	176.726	295.923	198.509	498.128
1.823	176.667	295.933	198.445	497.887
1.833	176.645	295.933	198.337	497.758
1.843	176.685	295.937	198.227	498.398
1.853	176.791	295.937	198.166	500.790
1.863	176.948	295.926	198.184	505.957
1.873	177.125	295.916	198.296	514.603
1.883	177.265	295.921	198.509	524.596
1.893	177.241	295.952	198.822	531.910
1.903	176.870	296.015	199.259	526.500
1.913	176.037	296.092	199.880	489.364
1.923	174.796	296.132	200.603	419.832
1.933	173.411	296.131	201.190	327.855
1.943	171.965	296.149	201.434	264.466
1.953	170.394	296.296	200.999	252.722
1.963	168.853	296.671	199.952	286.988
1.973	167.739	297.435	198.935	356.033
1.983	167.182	299.242	198.711	440.380
1.993	167.009	303.818	199.231	505.114
2.003	167.041	311.955	199.608	530.956
2.013	167.166	322.178	199.396	535.183
2.023	167.239	329.359	198.834	531.235
2.033	167.185	332.462	198.304	526.572
2.043	167.039	332.933	198.035	523.464
2.053	166.860	332.308	198.043	521.770
2.063	166.688	331.579	198.230	520.445
2.073	166.539	331.097	198.454	518.750
2.083	166.405	330.874	198.666	516.523
2.093	166.265	330.772	198.844	514.301
2.103	166.105	330.636	198.947	512.920
2.113	165.915	330.435	198.956	512.929
2.123	165.686	330.241	198.875	514.462
2.133	165.435	330.093	198.720	517.077
2.143	165.172	329.965	198.533	520.080
2.153	164.903	329.858	198.363	522.768
2.163	164.620	329.797	198.236	524.513
2.173	164.325	329.789	198.172	525.082
2.183	164.034	329.818	198.188	524.769
2.193	163.805	329.867	198.284	523.987
2.203	163.724	329.936	198.447	523.129
2.213	163.801	330.027	198.650	522.269
2.223	163.989	330.119	198.852	521.274
2.233	164.238	330.195	199.016	519.800
2.243	164.520	330.289	199.105	517.693
2.253	164.815	330.400	199.099	515.309
2.263	165.085	330.483	199.030	513.580
2.273	165.294	330.524	198.945	513.669
2.283	165.435	330.539	198.867	515.954
2.293	165.540	330.523	198.822	519.675
2.303	165.641	330.492	198.831	523.636
2.313	165.738	330.482	198.891	526.765
2.323	165.799	330.478	198.983	528.678
2.333	165.798	330.465	199.068	529.575
2.343	165.702	330.487	199.126	529.794
2.353	165.505	330.572	199.145	529.796
2.363	165.246	330.675	199.123	529.863
2.373	164.967	330.732	199.072	529.910
2.383	164.712	330.724	199.023	529.568
2.393	164.534	330.666	198.984	528.512
2.403	164.469	330.604	198.952	526.682
2.413	164.528	330.584	198.943	524.272
2.423	164.719	330.591	198.969	521.866
2.433	165.017	330.606	199.041	520.219
2.443	165.371	330.645	199.141	519.842
2.453	165.759	330.718	199.239	520.748
2.463	166.179	330.819	199.370	522.456
2.473	166.627	330.982	199.675	524.396
2.483	167.086	331.382	200.477	526.261
2.493	167.568	332.278	201.860	528.025
2.503	168.413	333.799	203.550	529.722
2.513	170.283	335.395	204.483	531.222
2.523	173.958	335.332	205.359	532.262
2.533	179.391	330.857	209.171	532.612
2.543	185.030	320.966	215.049	532.146
2.553	188.958	309.983	218.221	530.885
2.563	190.598	302.102	218.882	528.944
2.573	190.598	297.978	219.301	526.552
2.583	189.899	296.302	219.904	524.119
2.593	189.001	295.697	220.649	522.288
2.603	188.277	295.554	221.335	521.632
2.613	187.900	295.688	221.819	522.419
2.623	187.741	295.989	222.091	524.213
2.633	187.624	296.314	222.219	526.359
2.643	187.470	296.567	222.328	528.396
2.653	187.291	296.723	222.449	530.194
2.663	187.134	296.774	222.556	531.736
2.673	187.026	296.725	222.642	533.018
2.683	186.957	296.599	222.712	533.939
2.693	186.907	296.442	222.761	534.360
2.703	186.859	296.257	222.780	534.190
2.713	186.803	296.055	222.766	533.362
2.723	186.733	295.898	222.732	531.756
2.733	186.659	295.817	222.679	529.456
2.743	186.591	295.796	222.614	526.782
2.753	186.541	295.820	222.561	524.143
2.763	186.512	295.890	222.544	522.064
2.773	186.502	295.971	222.570	521.225
2.783	186.506	296.034	222.628	521.913
2.793	186.516	296.056	222.701	523.938
2.803	186.514	296.009	222.766	526.489
2.813	186.484	295.914	222.811	528.858
2.823	186.423	295.820	222.832	530.753
2.833	186.338	295.741	222.821	532.083
2.843	186.251	295.687	222.804	532.772
2.853	186.180	295.678	222.814	532.803
2.863	186.137	295.712	222.835	532.191
2.873	186.126	295.778	222.841	531.076
2.883	186.142	295.872	222.828	529.653
2.893	186.169	295.958	222.794	528.137
2.903	186.184	295.978	222.756	526.788
2.913	186.187	295.926	222.753	525.872
2.923	186.182	295.838	222.789	525.569
2.933	186.174	295.753	222.850	525.872
2.943	186.163	295.702	222.919	526.695
2.953	186.154	295.682	222.963	527.848
2.963	186.151	295.679	222.967	529.119
2.973	186.142	295.724	222.935	530.363
2.983	186.119	295.813	222.885	531.468
2.993	186.101	295.878	222.826	532.395
3.003	186.103	295.897	222.796	533.211
3.013	186.123	295.901	222.830	534.080
3.023	186.149	295.900	222.892	535.240
3.033	186.171	295.902	222.950	536.662
3.043	186.184	295.948	223.060	537.401
3.053	186.202	296.073	223.296	535.052
3.063	186.257	296.350	223.692	528.962
3.073	186.413	296.908	224.365	520.777
3.083	186.777	297.738	225.488	511.295
3.093	187.386	298.596	227.380	502.528
3.103	188.118	299.258	229.889	496.911
3.113	188.822	299.499	231.839	494.460
3.123	189.344	299.131	231.057	493.901
3.133	190.607	298.211	226.039	494.265
3.143	193.002	297.268	215.079	495.055
3.153	195.718	296.638	204.589	496.084
3.163	197.556	296.386	197.870	497.111
3.173	198.292	296.363	195.164	498.047
3.183	198.328	296.424	194.997	498.960
3.193	198.061	296.471	195.842	499.829
3.203	197.736	296.455	196.812	500.569
3.213	197.451	296.364	197.487	501.037
3.223	197.227	296.205	197.819	501.199
3.233	197.064	295.999	197.870	501.033
3.243	196.940	295.762	197.772	500.309
3.253	196.806	295.530	197.643	499.221
3.263	196.641	295.349	197.538	498.077
3.273	196.466	295.250	197.479	497.055
3.283	196.308	295.234	197.483	496.228
3.293	196.175	295.274	197.554	495.658
3.303	196.053	295.345	197.662	495.389
3.313	195.949	295.424	197.778	495.400
3.323	195.869	295.486	197.876	495.651
3.333	195.822	295.505	197.927	496.207
3.343	195.812	295.467	197.924	497.137
3.353	195.821	295.399	197.883	498.399
3.363	195.825	295.342	197.825	499.861
3.373	195.814	295.330	197.770	501.262
3.383	195.807	295.375	197.724	502.300
3.393	195.820	295.445	197.694	502.888
3.403	195.861	295.522	197.684	503.034
3.413	195.910	295.599	197.703	502.702
3.423	195.943	295.654	197.748	501.834
3.433	195.962	295.664	197.810	500.441
3.443	195.963	295.628	197.876	498.638
3.453	195.944	295.569	197.941	496.732
3.463	195.895	295.510	197.989	495.123
3.473	195.828	295.476	197.986	493.955
3.483	195.761	295.479	197.930	493.198
3.493	195.714	295.516	197.868	492.814
3.503	195.692	295.574	197.826	492.799
3.513	195.695	295.638	197.804	493.204
3.523	195.716	295.695	197.793	494.042
3.533	195.747	295.738	197.789	495.211
3.543	195.780	295.774	197.807	496.572
3.553	195.808	295.817	197.863	498.036
3.563	195.827	295.862	197.975	499.380
3.573	195.837	295.897	198.115	500.303
3.583	195.840	295.924	198.244	500.594
3.593	195.839	295.945	198.329	500.158
3.603	195.840	295.959	198.334	498.981
3.613	195.853	295.979	198.275	497.361
3.623	195.880	296.010	198.161	495.609
3.633	195.915	296.044	198.018	493.989
3.643	195.952	296.070	197.873	492.630
3.653	195.989	296.081	197.760	491.513
3.663	196.023	296.068	197.715	490.648
3.673	196.044	296.015	197.762	490.139
3.683	196.056	295.943	197.881	490.049
3.693	196.062	295.870	198.046	490.437
3.703	196.061	295.811	198.232	491.280
3.713	196.055	295.794	198.398	492.466
3.723	196.059	295.814	198.504	493.753
3.733	196.083	295.861	198.528	495.039
3.743	196.117	295.920	198.473	496.318
3.753	196.146	295.981	198.342	497.451
3.763	196.169	296.036	198.164	498.135
3.773	196.191	296.075	197.995	497.994
3.783	196.208	296.088	197.888	496.769
3.793	196.218	296.064	197.862	494.937
3.803	196.226	296.019	197.898	493.052
3.813	196.234	295.985	197.971	491.387
3.823	196.234	295.988	198.053	490.005
3.833	196.224	296.025	198.113	489.030
3.843	196.217	296.069	198.116	488.592
3.853	196.220	296.105	198.042	488.682
3.863	196.232	296.138	197.930	489.188
3.873	196.253	296.165	197.838	490.035
3.883	196.276	296.186	197.790	491.080
3.893	196.287	296.203	197.777	492.164
3.903	196.283	296.205	197.771	493.241
3.913	196.284	296.192	197.746	494.313
3.923	196.310	296.174	197.719	495.252
3.933	196.358	296.168	197.717	495.863
3.943	196.433	296.199	197.750	496.111
3.953	196.535	296.273	197.798	496.020
3.963	196.636	296.369	197.832	495.514
3.973	196.715	296.448	197.838	494.649
3.983	196.785	296.486	197.815	493.583
3.993	196.848	296.474	197.769	492.424
4.003	196.895	296.408	197.721	491.161
4.013	196.917	296.309	197.694	489.918
4.023	196.913	296.206	197.706	488.871
4.033	196.882	296.125	197.769	488.113
4.043	196.825	296.079	197.860	487.755
4.053	196.753	296.061	197.939	487.807
4.063	196.683	296.060	197.971	488.300
4.073	196.626	296.063	197.940	489.322
4.083	196.577	296.069	197.872	490.662
4.093	196.518	296.087	197.801	491.948
4.103	196.461	296.128	197.738	492.976
4.113	196.404	296.209	197.665	493.810
4.123	196.345	296.372	197.594	494.558
4.133	196.294	296.631	197.545	495.167
4.143	196.240	296.974	197.532	495.317
4.153	196.177	297.300	197.544	494.805
4.163	196.110	297.565	197.554	493.709
4.173	196.041	297.851	197.549	492.311
4.183	195.960	298.236	197.534	490.877
4.193	195.840	298.646	197.515	489.550
4.203	195.651	298.953	197.499	488.453
4.213	195.364	299.082	197.492	487.706
4.223	195.025	299.069	197.486	487.411
4.233	194.712	299.013	197.484	487.571
4.243	194.476	298.985	197.492	488.190
4.253	194.357	299.010	197.503	489.213
4.263	194.361	299.031	197.503	490.424
4.273	194.480	298.974	197.492	491.479
4.283	194.694	298.814	197.496	492.227
4.293	194.974	298.660	197.530	492.826
4.303	195.277	197.573	493.364
4.313	195.589	197.591	493.681
4.323	195.921	197.576	493.563
4.333	196.268	197.535	492.951
4.343	196.612	197.473	491.904
4.353	196.911	197.372	490.664
4.363	197.107	197.235	489.532
4.373	197.174	197.107	488.695
4.383	197.130	197.034	488.255
4.393	196.985	197.001	488.408
4.403	196.770	196.987	489.386
4.413	196.495	196.996	491.162
4.423	196.184	197.028	493.343
4.433	195.866	197.074	495.432
4.443	195.578	197.106	496.964
4.453	195.349	197.107	497.730
4.463	195.201	197.075	497.728
4.473	195.163	197.016	496.835
4.483	195.237	196.916	495.267
4.493	195.401	196.769	493.599
4.503	195.620	196.572	492.277
4.513	195.857	196.355	491.346
4.523	196.085	196.174	490.763
4.533	196.295	196.123	490.500
4.543	196.492	196.404	490.564
4.553	196.676	197.104	490.928
4.563	196.832	198.198	491.455
4.573	196.939	199.279	492.038
4.583	196.977	200.140	492.485
4.593	196.932	200.954	492.627
4.603	196.802	201.625	492.486
4.613	196.616	201.940	492.218
4.623	196.402	202.128	491.937
4.633	196.172	491.742
4.643	195.932	491.840
4.653	195.705	492.255
4.663	195.529	492.740
4.673	195.450	493.092
4.683	195.544	493.147
4.693	195.797	492.752
4.703	196.165	491.715
4.713	196.552	490.133
4.723	196.910	488.714
4.733	197.220	488.271
4.743	197.473	489.207
4.753	197.689	491.067
4.763	197.900
4.773	198.080
4.783	198.203
4.793	198.257
4.803	198.277
4.813	198.253
4.823	198.146
4.833	197.952
4.843	197.837
4.853	198.143
4.863	199.356
4.873	201.633
4.883	204.237
4.893	205.438
4.903	202.879
4.913	193.375
4.923	177.909
4.933	158.053
4.943	142.578
4.953	138.445
4.963	138.307
4.973	139.214
4.983	140.037
4.993	140.427	436.703
5.003	140.498	436.073
5.013	140.391	436.011
5.023	140.230	435.994
5.033	140.099	435.773
5.043	140.029	435.638
5.053	140.012	435.816
5.063	140.021	436.199
5.073	140.025	333.544	436.556
5.083	140.010	333.956	436.781
5.093	139.999	334.039	436.854
5.103	140.004	333.823	195.900	436.772
5.113	140.014	333.510	195.560	436.607
5.123	140.023	333.252	195.828	436.450
5.133	140.031	333.069	196.554	436.385
5.143	140.032	332.924	197.328	436.483
5.153	140.024	332.824	197.852	436.576
5.163	140.016	332.760	198.091	436.469
5.173	140.016	332.715	198.122	436.262
5.183	140.021	332.679	198.068	436.150
5.193	140.024	332.622	198.026	436.165
5.203	140.014	332.515	198.020	436.256
5.213	139.985	332.367	198.028	436.386
5.223	139.946	332.211	198.028	436.513
5.233	139.891	332.069	198.025	436.616
5.243	139.818	331.949	198.022	436.704
5.253	139.738	331.857	198.016	436.797
5.263	139.676	331.810	198.003	436.872
5.273	139.645	331.826	197.978	436.870
5.283	139.656	331.922	197.939	436.787
5.293	139.695	332.086	197.888	436.675
5.303	139.738	332.280	197.840	436.569
5.313	139.769	332.456	197.815	436.414
5.323	139.775	332.580	197.834	436.041
5.333	139.754	332.642	197.903	435.371
5.343	139.724	332.651	197.987	434.687
5.353	139.696	332.605	198.049	434.281
5.363	139.678	332.526	198.073	434.128
5.373	139.680	332.453	198.053	434.093
5.383	139.701	332.402	198.000	434.188
5.393	139.728	332.373	197.937	434.456
5.403	139.748	332.358	197.871	434.907
5.413	139.746	332.335	197.819	435.493
5.423	139.695	332.324	197.798	436.137
5.433	139.619	332.364	197.806	436.737
5.443	139.653	332.435	197.832	437.202
5.453	139.991	332.489	197.857	437.495
5.463	140.763	332.546	197.851	437.533
5.473	141.735	332.741	197.813	437.207
5.483	142.484	333.304	197.754	436.566
5.493	143.073	334.457	197.659	435.877
5.503	143.546	336.103	197.525	435.610
5.513	144.330	337.308	197.400	436.196
5.523	145.648	336.151	197.370	437.338
5.533	147.116	330.502	197.515	438.475
5.543	147.858	321.018	197.828	439.085
5.553	148.168	311.341	198.148	438.751
5.563	148.292	304.671	198.058	437.558
5.573	148.335	301.435	196.610	436.497
5.583	148.339	300.173	192.921	436.440
5.593	148.304	299.354	187.617	437.171
5.603	148.267	298.677	181.716	438.347
5.613	148.245	298.036	178.197	439.743
5.623	148.223	297.549	177.055	441.055
5.633	148.203	297.312	177.123	441.779
5.643	148.195	297.265	177.470	441.436
5.653	148.196	297.256	177.690	439.967
5.663	148.186	297.195	177.776	438.027
5.673	148.156	297.100	177.736	436.254
5.683	148.123	297.013	177.579	435.013
5.693	148.087	296.927	177.373	434.452
5.703	148.041	296.825	177.219	434.382
5.713	147.986	296.736	177.148	434.542
5.723	147.923	296.689	177.120	434.742
5.733	147.855	296.677	177.106	435.043
5.743	147.792	296.691	177.096	435.487
5.753	147.744	296.739	177.091	436.025
5.763	147.700	296.842	177.099	436.580
5.773	147.659	297.052	177.146	437.152
5.783	147.644	297.448	177.260	437.747
5.793	147.667	298.128	177.435	438.224
5.803	147.727	298.952	177.655	438.265
5.813	147.802	299.140	177.896	437.857
5.823	147.889	297.446	178.126	437.243
5.833	147.962	291.983	178.298	436.657
5.843	148.012	282.564	178.355	436.212
5.853	148.049	272.306	178.203	435.910
5.863	148.075	267.316	177.717	435.511
5.873	148.089	265.692	176.806	434.775
5.883	148.089	265.555	175.611	433.886
5.893	148.063	265.780	174.212	433.103
5.903	148.009	265.941	172.415	432.600
5.913	147.932	265.939	169.845	432.500
5.923	147.839	265.848	166.649	432.726
5.933	147.756	265.740	164.036	433.107
5.943	147.701	265.630	163.167	433.500
5.953	147.665	265.523	163.608	433.858
5.963	147.636	265.435	164.777	434.215
5.973	147.600	265.386	166.176	434.582
5.983	147.566	265.368	167.342	434.918
5.993	147.557	265.360	167.991	435.087
6.003	147.579	265.364	168.093	434.901
6.013	147.619	265.372	167.873	434.220
6.023	147.658	265.393	167.552	433.127
6.033	147.688	265.454	167.301	432.290
6.043	147.699	265.585	167.198	432.626
6.053	147.665	265.857	167.279	434.409
6.063	147.596	266.336	167.520	436.330
6.073	147.578	266.973	167.845	437.235
6.083	147.815	267.409	168.182	436.618
6.093	148.526	266.688	168.459	433.950
6.103	149.554	264.302	168.651	429.455
6.113	150.308	261.032	168.773	422.949
6.123	150.307	257.837	168.846	414.628
6.133	149.712	255.189	168.779	408.143
6.143	149.152	253.171	168.454	405.210
6.153	148.769	251.631	167.956	404.297
6.163	148.567	250.520	167.668	404.434
6.173	148.445	249.768	167.688	405.127
6.183	148.314	249.340	167.808	406.220
6.193	148.155	249.187	167.952	407.818
6.203	147.985	249.211	168.120	409.671
6.213	147.827	249.287	168.264	411.186
6.223	147.692	249.338	168.374	412.117
6.233	147.607	249.362	168.426	412.582
6.243	147.586	249.360	168.389	412.667
6.253	147.595	249.344	168.288	412.360
6.263	147.595	249.328	168.146	411.745
6.273	147.573	249.329	167.986	410.852
6.283	147.521	249.346	167.865	409.709
6.293	147.450	249.353	167.809	408.491
6.303	147.391	249.320	167.822	407.458
6.313	147.348	249.259	167.894	406.764
6.323	147.312	249.196	167.994	406.299
6.333	147.290	249.143	168.088	406.033
6.343	147.302	249.124	168.160	405.992
6.353	147.348	249.136	168.202	406.144
6.363	147.399	249.184	168.204	406.539
6.373	147.427	249.267	168.160	407.283
6.383	147.426	249.350	168.088	408.400
6.393	147.404	249.402	168.014	409.732
6.403	147.366	249.422	167.948	411.083
6.413	147.294	249.436	167.891	412.259
6.423	147.204	249.443	167.844	412.975
6.433	147.123	249.417	167.818	413.149
6.443	147.050	249.364	167.819	412.881
6.453	146.982	249.327	167.848	412.295
6.463	146.932	249.338	167.906	411.524
6.473	146.909	249.372	167.970	410.666
6.483	146.908	249.403	168.032	409.911
6.493	146.913	249.423	168.100	409.519
6.503	146.906	249.439	168.156	409.618
6.513	146.885	249.459	168.176	410.196
6.523	146.851	249.488	168.156	411.119
6.533	146.818	249.515	168.146	412.102
6.543	146.805	249.523	168.173	412.944
6.553	146.813	249.518	168.218	413.618
6.563	146.838	249.518	168.265	414.107
6.573	146.877	249.545	168.315	414.356
6.583	146.927	249.591	168.381	414.521
6.593	146.985	249.623	168.473	415.072
6.603	147.037	249.616	168.602	416.782
6.613	147.074	249.585	168.766	420.006
6.623	147.110	249.564	168.957	424.076
6.633	147.176	249.595	169.150	427.956
6.643	147.323	249.718	169.275	431.024
6.653	147.566	249.905	169.275	433.243
6.663	147.791	250.064	169.121	434.606
6.673	147.459	250.054	168.772	435.348
6.683	145.417	249.686	168.272	435.752
6.693	141.371	248.875	167.932	435.917
6.703	136.432	247.822	167.919	435.803
6.713	132.396	247.577	168.086	435.519
6.723	130.507	251.079	168.262	435.236
6.733	130.304	261.566	168.406	435.119
6.743	130.618	285.839	168.483	435.277
6.753	130.873	311.545	168.508	435.702
6.763	130.949	328.101	168.488	436.295
6.773	130.878	334.906	168.393	436.930
6.783	130.768	336.145	168.222	437.493
6.793	130.648	334.936	168.007	437.933
6.803	130.515	333.485	167.816	438.234
6.813	130.378	332.515	167.712	438.402
6.823	130.242	332.038	167.706	438.453
6.833	130.091	331.860	167.807	438.395
6.843	129.899	331.808	167.981	438.302
6.853	129.716	331.740	168.157	438.207
6.863	129.616	331.605	168.306	437.775
6.873	129.614	331.451	168.471	436.803
6.883	129.677	331.312	168.736	435.662
6.893	129.783	331.196	169.210	434.942
6.903	129.936	331.128	170.028	434.853
6.913	130.108	331.131	171.121	435.306
6.923	130.291	331.199	172.290	436.139
6.933	130.485	331.319	173.822	437.120
6.943	130.710	331.458	177.567	438.011
6.953	130.957	331.577	185.945	438.626
6.963	131.168	331.673	197.816	438.927
6.973	131.265	331.743	212.145	438.921
6.983	131.253	331.794	220.133	438.686
6.993	131.167	331.847	222.843	438.308
7.003	131.038	331.898	223.005	437.907
7.013	130.894	331.929	222.383	437.593
7.023	130.739	331.948	221.828	437.236
7.033	130.572	331.940	221.523	436.704
7.043	130.419	331.888	221.412	436.208
7.053	130.292	331.826	221.441	436.042
7.063	130.177	331.773	221.522	436.325
7.073	130.044	331.712	221.582	436.947
7.083	129.882	331.654	221.605	437.759
7.093	129.717	331.618	221.611	438.598
7.103	129.598	331.603	221.622	439.280
7.113	129.561	331.595	221.631	439.740
7.123	129.604	331.575	221.618	440.195
7.133	129.707	331.529	221.550	441.265
7.143	129.843	331.480	221.435	443.748
7.153	130.008	331.459	221.313	448.038
7.163	130.214	331.492	221.230	452.512
7.173	130.502	331.656	221.235	452.103
7.183	130.849	332.043	221.341	446.267
7.193	131.188	332.780	221.569	442.296
7.203	131.371	334.007	221.898	446.022
7.213	131.333	335.750	222.348	457.324
7.223	130.995	337.984	222.952	471.452
7.233	130.364	340.942	223.709	484.382
7.243	129.573	344.886	224.383	492.512
7.253	129.047	349.499	224.540	496.049
7.263	129.642	353.229	223.781	496.471
7.273	132.192	354.733	222.078	495.310
